75 4200
1 16 4937
1 31 4976
1 57 6280
1 33 4791
1 17 593
1 26 5479
1 66 2574
1 52 1766
1 29 1344
1 71 3900
1 7 3110
1 34 506
1 18 6085
1 61 5807
1 35 722
1 47 2989
1 37 1686
1 15 3898
1 3 769
1 9 2613
1 46 5343
1 65 1314
1 43 1922
1 6 4749
1 25 4632
1 74 1178
1 23 5821
1 28 3892
1 38 5636
1 70 740
1 45 3577
1 27 1192
1 2 578
1 30 2589
1 19 3208
1 75 5964
1 72 50
1 50 1183
1 49 2492
1 58 5266
1 5 1446
1 12 849
1 54 2699
1 64 4677
1 10 2430
1 56 332
1 48 5536
1 4 1594
1 69 1751
1 24 5775
1 68 2700
1 32 2864
1 42 5209
1 21 3611
1 44 2017
1 14 4568
1 11 6224
1 13 2849
1 20 172
1 39 1926
2 46 5483
2 10 230
2 13 4876
2 42 3066
2 39 5777
2 29 57
2 48 3650
2 44 3924
2 28 2368
2 70 5861
2 71 5071
2 65 2480
2 37 5477
2 61 483
2 25 5777
2 62 3507
2 9 4236
2 7 2379
2 35 3379
2 59 957
2 49 557
2 14 64
2 5 5007
2 4 2851
2 67 3047
2 31 3144
2 47 1219
2 43 2334
2 11 3016
2 1 6021
2 34 1489
2 50 4606
2 53 4351
2 63 4772
2 15 4850
2 66 1102
2 51 1794
2 68 1652
2 26 820
2 32 2334
2 22 2187
2 74 2625
2 33 4643
2 40 1240
2 75 1439
2 18 4561
2 12 1196
2 20 1435
2 54 691
2 27 578
2 58 2145
2 36 1265
2 3 1637
2 23 4969
2 56 4543
2 69 1732
2 73 3609
2 60 5073
2 38 1291
3 70 2552
3 13 4106
3 56 178
3 22 2444
3 12 1083
3 44 2
3 52 5953
3 15 3057
3 27 3312
3 51 6281
3 9 3590
3 1 3718
3 31 133
3 48 4517
3 16 1407
3 4 3516
3 37 264
3 21 2448
3 50 5333
3 75 4534
3 59 4705
3 23 613
3 64 1538
3 7 4014
3 24 974
3 8 5128
3 20 1089
3 55 6086
3 30 1703
3 18 6059
3 47 1196
3 40 5130
3 66 1109
3 63 3207
3 10 988
3 57 4464
3 11 6284
3 35 2413
3 6 1560
3 28 6201
3 2 4526
3 68 1518
3 62 4616
3 43 2146
3 60 6109
3 36 3237
3 67 2261
3 45 2253
3 5 266
3 72 5398
3 38 4765
3 39 2193
3 42 1766
3 32 2527
3 14 1130
3 73 196
3 54 298
3 26 2270
4 44 6067
4 30 1252
4 38 1241
4 48 1364
4 55 3160
4 51 2641
4 18 3926
4 74 170
4 32 5043
4 1 5598
4 67 3375
4 53 4159
4 71 2809
4 14 3218
4 26 2990
4 31 1157
4 54 4123
4 7 5218
4 50 2482
4 60 4345
4 56 3582
4 41 1300
4 9 3459
4 27 642
4 5 253
4 10 4008
4 58 4184
4 21 4515
4 25 5850
4 20 5929
4 16 4253
4 66 6141
4 65 3780
4 57 5725
4 22 387
4 19 679
4 61 587
4 23 510
4 37 3011
4 33 2867
4 39 6135
4 29 2402
4 70 1003
4 72 896
4 12 649
4 46 3532
4 59 1947
4 63 5866
4 68 3873
4 45 3729
4 35 852
5 20 3077
5 15 4111
5 63 4465
5 51 2936
5 28 2515
5 39 2047
5 54 5798
5 69 4421
5 23 1271
5 6 3879
5 24 4852
5 34 5938
5 14 972
5 61 5424
5 1 4739
5 32 3109
5 68 4805
5 70 2477
5 46 5634
5 57 4142
5 30 2342
5 43 4404
5 41 5537
5 52 4978
5 65 2043
5 16 915
5 58 1228
5 49 5206
5 3 2080
5 18 222
5 11 167
5 33 4394
5 2 6023
5 7 2361
5 72 1509
5 73 3929
5 71 4563
5 42 875
5 59 2317
5 17 5211
5 74 4466
5 19 3610
5 67 1371
5 62 5912
5 27 545
5 29 1562
5 45 6152
5 48 949
5 64 111
5 35 3754
5 4 2439
5 44 2868
5 8 849
5 60 4745
5 37 922
5 55 6228
5 25 4071
5 13 1559
5 56 1565
5 40 3872
5 38 4070
6 50 3069
6 14 4951
6 41 1831
6 4 1524
6 25 3869
6 44 5684
6 47 1029
6 7 230
6 66 3734
6 67 3154
6 16 1759
6 55 1356
6 17 3749
6 72 2378
6 70 2085
6 36 4511
6 75 3626
6 32 5468
6 28 1590
6 39 2479
6 1 4322
6 73 4440
6 18 462
6 60 3391
6 29 4743
6 51 1645
6 74 283
6 52 2180
6 3 5418
6 61 5490
6 15 4862
6 45 4538
6 58 641
6 23 4895
6 62 502
6 54 2165
6 21 2326
6 57 4841
6 2 551
6 53 6082
6 34 4092
6 8 1532
6 65 710
6 10 1469
6 22 5675
6 20 4726
6 49 349
6 19 1377
6 48 203
6 31 617
6 26 2530
6 9 1370
6 64 4232
6 11 6072
6 42 2976
6 27 6069
6 68 5780
6 35 964
6 30 600
6 5 4687
6 33 4895
7 41 1920
7 31 4197
7 38 4427
7 10 842
7 60 1559
7 34 743
7 2 6071
7 50 5461
7 33 3869
7 71 1302
7 66 4141
7 47 1230
7 6 5866
7 40 1689
7 12 2672
7 69 1924
7 45 5711
7 3 4836
7 55 2205
7 32 1362
7 27 5123
7 22 2282
7 58 1399
7 65 1424
7 61 6142
7 29 4564
7 62 1720
7 67 3908
7 8 4661
7 37 3659
7 19 192
7 18 3141
7 53 4905
7 24 4612
7 36 140
7 9 4488
7 44 4949
7 14 516
7 21 1277
7 25 4623
7 64 2394
7 35 2431
7 72 5190
7 13 3453
7 70 3947
7 43 3821
7 59 748
7 57 450
7 42 4122
7 16 2132
7 11 1635
7 39 5610
7 49 693
7 20 5846
8 5 1519
8 17 2772
8 64 1562
8 15 4018
8 23 5579
8 41 1477
8 51 392
8 12 3931
8 10 1545
8 28 5436
8 33 118
8 20 1100
8 71 1963
8 74 571
8 46 1506
8 75 6059
8 54 3053
8 59 3604
8 48 4626
8 43 6084
8 38 2265
8 56 3235
8 18 4021
8 69 3635
8 19 3864
8 9 3761
8 26 4949
8 25 6296
8 2 3921
8 44 1366
8 53 2932
8 45 616
8 7 1465
8 22 3979
8 34 2135
8 6 411
8 72 6167
8 52 4801
8 13 915
8 4 1666
8 50 2326
8 62 5256
8 32 2964
8 65 3631
8 35 1512
8 68 4769
8 58 607
8 40 3887
8 55 2214
8 42 938
8 60 1450
8 57 3363
8 30 4402
8 61 983
8 36 1663
8 27 2879
8 29 22
9 48 5739
9 3 3608
9 31 3183
9 71 5406
9 58 4478
9 37 2433
9 72 2938
9 17 2551
9 39 5257
9 10 4749
9 7 2958
9 75 3470
9 50 4763
9 59 2163
9 20 3708
9 45 2076
9 62 2683
9 23 6221
9 47 2709
9 6 1386
9 74 1750
9 29 3541
9 66 611
9 15 4409
9 18 4885
9 4 5722
9 26 6017
9 70 4068
9 56 6221
9 42 5793
9 33 3964
9 38 793
9 8 1449
9 22 3638
9 30 5426
9 64 3058
9 34 5669
9 44 5099
9 27 3926
9 16 5651
9 63 1102
9 65 3560
9 21 1641
9 5 5331
9 2 4023
9 32 222
9 25 9
9 1 2809
9 55 3371
9 13 4315
10 69 2370
10 20 429
10 72 5482
10 36 3587
10 27 2522
10 44 4126
10 57 3361
10 32 4907
10 47 632
10 6 2477
10 45 2408
10 52 1779
10 43 3213
10 75 1714
10 16 1808
