75 4200
1 72 3269
1 25 2772
1 8 2691
1 14 3089
1 69 4772
1 4 3787
1 16 239
1 70 1612
1 53 776
1 62 2885
1 50 5248
1 32 5495
1 49 1546
1 9 3461
1 35 6235
1 28 940
1 21 1098
1 22 5738
1 63 5749
1 75 4312
1 15 4391
1 37 3873
1 43 3710
1 12 3330
1 46 4350
1 73 5971
1 30 2285
1 18 5071
1 40 3613
1 7 1093
1 41 6101
1 42 4656
1 74 4872
1 44 3705
1 57 810
1 3 4006
1 58 5990
1 38 4301
1 27 4152
1 56 3317
1 67 2880
1 26 749
1 39 4291
1 29 298
1 6 1505
1 13 5238
1 24 3657
1 23 2746
1 64 4403
1 65 3533
1 60 1657
1 33 972
1 5 3929
1 55 2888
1 51 4797
1 19 3796
1 45 1330
1 66 2121
1 47 6174
1 2 1618
1 48 115
2 11 4634
2 29 3159
2 51 1259
2 64 6258
2 40 421
2 36 3809
2 25 2933
2 67 1308
2 27 1925
2 20 231
2 52 5609
2 9 3185
2 21 3120
2 63 1997
2 48 1524
2 47 4295
2 31 3923
2 14 219
2 41 3087
2 56 3235
2 55 2992
2 50 6204
2 62 6
2 43 4667
2 59 3585
2 17 2367
2 3 1607
2 53 3579
2 75 4307
2 61 5380
2 46 728
2 39 2758
2 32 940
2 30 5680
2 22 4704
2 74 3256
2 44 3998
2 38 4574
2 45 3534
2 8 3187
2 7 3471
2 18 882
2 10 1037
2 24 5496
2 34 5413
2 5 1965
2 65 765
2 1 5178
2 66 2003
2 68 6133
2 28 55
2 12 3781
2 70 1336
2 4 3078
2 26 3443
2 58 1306
2 19 1854
2 23 5881
2 33 564
2 15 1835
2 69 964
2 57 3046
2 71 5489
2 13 823
3 70 4382
3 10 4188
3 59 4625
3 40 5068
3 51 1959
3 15 2593
3 55 3598
3 65 1661
3 54 6124
3 9 191
3 39 5631
3 44 5304
3 61 1317
3 7 773
3 26 3216
3 20 5226
3 23 4225
3 49 2582
3 52 4888
3 68 1136
3 63 1916
3 73 594
3 35 4046
3 8 5381
3 43 5173
3 24 5235
3 25 2075
3 66 2773
3 69 6048
3 6 5355
3 62 5521
3 2 1909
3 41 555
3 36 3944
3 71 5081
3 42 1885
3 60 375
3 13 3100
3 17 3960
3 33 1813
3 53 2263
3 72 1891
3 74 2359
3 46 5087
3 29 2024
3 37 5907
3 34 1838
3 75 5323
3 11 3498
3 22 3633
3 14 3217
3 38 5602
4 27 2651
4 8 4482
4 14 5740
4 9 2866
4 40 992
4 22 5097
4 34 4477
4 61 3074
4 60 4473
4 53 5860
4 28 4115
4 33 3138
4 38 4317
4 35 6017
4 63 3659
4 65 2397
4 71 5086
4 66 4231
4 32 2697
4 10 4805
4 67 1229
4 68 1073
4 69 6095
4 42 2740
4 70 6178
4 48 6069
4 64 921
4 15 5216
4 18 5190
4 30 3832
4 39 5574
4 36 3399
4 26 4627
4 7 1590
4 75 5843
4 74 3026
4 29 443
4 16 3079
4 51 5484
4 49 5778
4 23 2741
4 44 5322
4 13 1646
4 37 2640
4 62 4946
4 46 2075
4 72 4412
4 52 2509
4 54 4772
4 25 2330
4 1 696
5 8 606
5 25 5986
5 74 5945
5 32 5471
5 26 868
5 66 3301
5 1 1400
5 9 6153
5 20 2341
5 23 2476
5 2 2429
5 12 2333
5 53 2818
5 59 2164
5 46 4813
5 62 670
5 7 6139
5 71 2301
5 22 4459
5 18 4367
5 13 4117
5 35 526
5 24 4564
5 58 803
5 52 3469
5 11 2292
5 55 1313
5 15 4336
5 42 508
5 61 1971
5 41 1510
5 60 885
5 54 4201
5 34 5175
5 73 3101
5 39 4618
5 33 4551
5 3 3338
5 75 5631
5 63 4444
5 31 2735
5 51 18
5 19 4793
5 65 6144
5 21 1159
5 68 3137
5 38 6297
5 27 3497
5 57 640
5 56 5468
5 67 3676
5 17 5840
5 28 3322
5 4 5127
5 43 135
5 37 2026
5 48 5832
5 44 648
5 16 3471
6 13 3982
6 68 467
6 39 1092
6 48 6182
6 45 5437
6 60 4160
6 23 810
6 52 3184
6 57 6185
6 61 4027
6 24 5499
6 28 3533
6 5 2929
6 56 1390
6 44 5401
6 10 1520
6 25 1047
6 31 930
6 58 4083
6 67 3337
6 50 363
6 43 2484
6 14 6283
6 70 2846
6 3 6277
6 15 5202
6 55 4342
6 27 1082
6 38 1165
6 20 5791
6 40 51
6 73 1617
6 4 3425
6 75 5843
6 51 112
6 16 482
6 74 4481
6 9 868
6 21 6157
6 17 2442
6 7 4237
6 63 3258
6 26 3913
6 72 4369
6 1 2849
6 30 5310
6 2 4087
6 41 1990
6 35 1009
6 65 2182
6 62 6127
6 64 545
6 32 3201
7 37 2448
7 57 5248
7 73 5866
7 50 1442
7 30 2570
7 46 1410
7 60 5929
7 70 4565
7 66 294
7 62 5527
7 2 3212
7 40 5767
7 64 1979
7 13 2599
7 41 4023
7 9 708
7 59 5765
7 49 2830
7 56 4712
7 68 5105
7 52 576
7 16 755
7 5 677
7 17 5501
7 51 3176
7 34 5738
7 36 56
7 31 2098
7 65 4181
7 38 308
7 27 3123
7 61 4510
7 10 1880
7 75 4881
7 18 4223
7 42 1564
7 55 4772
7 53 4885
7 14 1233
7 1 3602
7 72 3453
7 23 1349
7 35 4936
7 54 1922
7 25 177
7 24 1647
7 4 1489
7 69 3610
7 3 3484
7 47 4859
8 16 2100
8 39 5407
8 71 6272
8 24 4472
8 6 1787
8 61 5461
8 66 5798
8 5 1435
8 18 1598
8 49 925
8 27 5165
8 75 3997
8 31 3008
8 59 3813
8 1 4477
8 2 555
8 35 3185
8 60 1601
8 29 4017
8 53 934
8 43 4364
8 65 4986
8 9 1584
8 47 1276
8 30 4997
8 3 2147
8 19 454
8 70 393
8 21 5034
8 40 3090
8 36 4809
8 37 1083
8 38 5830
8 41 4145
8 20 5987
8 10 825
8 54 5962
8 58 2260
8 68 1376
8 42 4351
8 26 4412
8 7 1561
8 64 2704
8 44 4278
8 4 133
8 34 6187
8 23 3452
8 28 4424
8 55 367
8 72 3317
8 25 2373
8 51 2767
8 52 1885
8 50 5026
8 73 5540
8 17 6269
8 74 2080
8 14 5715
8 15 3012
8 62 4680
8 45 2743
9 60 4232
9 20 2616
9 21 4248
9 11 272
9 2 5046
9 51 2608
9 59 894
9 17 2293
9 67 4572
9 37 5355
9 64 1897
9 34 684
9 7 46
9 15 2582
9 74 4310
9 26 1223
9 75 1431
9 13 2783
9 71 2235
9 29 2209
9 41 2949
9 54 6217
9 19 3976
9 1 2466
9 56 421
9 53 1200
9 63 557
9 31 838
9 14 5551
9 32 5945
9 30 4156
9 42 2078
9 38 6087
9 28 4858
9 6 2740
9 73 5970
9 72 2928
9 65 3429
9 48 6080
9 4 5282
9 66 2087
9 22 4853
9 61 4017
9 27 2188
9 44 1752
9 8 135
9 68 1460
9 35 3650
9 10 5265
