75 4200
1 17 2976
1 36 3066
1 54 147
1 55 4075
1 49 1982
1 30 2676
1 52 5317
1 28 5676
1 44 2992
1 11 2292
1 46 26
1 27 4054
1 50 3431
1 64 1469
1 39 5289
1 65 1251
1 69 1510
1 35 538
1 18 6291
1 4 1162
1 57 5365
1 33 4480
1 38 643
1 6 2533
1 5 3364
1 37 2261
1 41 3301
1 40 4894
1 42 2448
1 25 2043
1 8 5022
1 74 6224
1 12 1329
1 22 1994
1 62 3219
1 66 3289
1 7 5431
1 61 4868
1 72 4319
1 73 2221
1 60 3459
1 70 6264
1 32 1379
1 15 1473
1 24 4288
1 21 4031
1 16 1180
1 34 1847
1 51 4702
1 67 247
1 53 3232
1 20 5119
1 45 98
1 31 5032
1 14 458
1 63 6075
1 71 369
1 43 5076
1 59 3966
1 48 784
1 47 1572
1 9 1545
2 48 1753
2 26 2812
2 24 1618
2 73 1562
2 19 2872
2 3 4299
2 13 6195
2 59 3397
2 75 1694
2 57 3512
2 51 5746
2 20 4894
2 44 3083
2 47 1645
2 43 4054
2 31 142
2 69 1491
2 23 5026
2 16 2011
2 8 3198
2 60 2996
2 56 5610
2 9 5947
2 12 5750
2 1 4812
2 17 2937
2 10 2923
2 58 1585
2 32 5159
2 33 5067
2 62 816
2 74 3518
2 34 5742
2 15 572
2 18 5461
2 40 5481
2 64 4702
2 66 2617
2 5 1839
2 71 4432
2 14 1012
2 27 2138
2 70 984
2 28 3543
2 42 1505
2 46 2853
2 35 4355
2 29 3972
2 63 2360
2 41 4951
2 45 1705
2 11 4400
2 22 179
2 30 1200
2 54 2193
2 67 6039
2 36 3068
3 50 4791
3 15 2451
3 73 5429
3 33 4891
3 23 6283
3 60 4527
3 9 5588
3 5 5426
3 62 4864
3 67 5083
3 31 413
3 45 6244
3 28 345
3 68 350
3 46 3468
3 7 2
3 36 1057
3 13 1212
3 40 5680
3 27 2019
3 56 3920
3 65 2410
3 42 4113
3 4 243
3 43 711
3 21 5811
3 30 3855
3 59 408
3 29 5364
3 71 6184
3 41 878
3 53 4062
3 8 831
3 37 408
3 38 1523
3 25 1539
3 1 3297
3 54 2992
3 66 3334
3 55 3492
3 35 330
3 17 2223
3 39 3772
3 48 5801
3 75 3319
3 63 5246
3 14 963
3 64 2427
3 6 5232
3 61 5677
3 74 5578
3 10 6101
3 20 1570
3 58 2409
3 44 569
3 47 1536
3 72 5703
3 52 1402
4 1 1008
4 21 1097
4 67 1572
4 25 2178
4 70 4136
4 8 1548
4 13 1925
4 71 3805
4 42 4761
4 69 5489
4 26 3329
4 19 2900
4 33 5177
4 20 4741
4 61 340
4 56 234
4 2 6189
4 46 1310
4 31 6091
4 60 2851
4 44 644
4 37 2493
4 22 5469
4 49 3009
4 12 1476
4 75 514
4 51 2684
4 50 5558
4 11 2005
4 5 3342
4 29 3896
4 17 2309
4 73 4142
4 48 345
4 59 2639
4 3 2360
4 63 2005
4 40 2629
4 54 171
4 45 3154
4 7 5531
4 15 3001
4 24 5637
4 28 4057
4 64 2064
4 72 6065
4 30 2566
4 9 5843
4 39 3603
4 32 1419
4 38 4734
5 39 5420
5 25 250
5 14 5551
5 20 1665
5 62 4650
5 37 2793
5 31 666
5 53 651
5 13 1727
5 38 4880
5 22 5074
5 42 4158
5 29 995
5 2 275
5 30 4500
5 1 4314
5 71 5730
5 69 4591
5 73 3449
5 60 4009
5 19 5246
5 72 3321
5 68 6028
5 16 6275
5 27 5377
5 64 902
5 21 6252
5 65 3289
5 61 2253
5 32 2197
5 9 4410
5 63 5025
5 8 5604
5 26 3327
5 10 5740
5 4 2523
5 41 1397
5 58 2979
5 52 5926
5 12 142
5 24 3169
5 15 4160
5 47 2357
5 43 4214
5 40 4938
5 11 3011
5 67 615
5 6 3565
5 56 2452
5 66 3623
5 57 511
6 40 3719
6 31 2402
6 7 6110
6 3 3308
6 45 4453
6 49 2596
6 62 5420
6 47 4216
6 8 730
6 13 2927
6 75 4583
6 10 1577
6 25 5519
6 21 4649
6 53 6025
6 48 1845
6 30 4121
6 20 6168
6 57 309
6 12 999
6 33 4314
6 35 2616
6 44 2475
6 42 929
6 70 5346
6 55 1310
6 38 2557
6 58 1551
6 28 3449
6 11 4763
6 54 1940
6 50 4613
6 29 537
6 1 52
6 46 3480
6 37 3400
6 18 3372
6 32 4968
6 63 2151
6 17 4424
6 39 597
6 64 6029
6 27 939
6 65 4627
6 51 4832
6 19 583
6 73 2476
6 41 5506
6 68 5172
6 74 1194
6 22 1003
6 61 5435
6 60 290
6 59 3361
6 71 681
6 69 2654
6 26 1394
6 14 1405
7 18 4569
7 46 1772
7 62 6246
7 2 5179
7 57 1365
7 56 3603
7 42 3743
7 51 4230
7 27 5039
7 5 366
7 45 507
7 55 839
7 74 6136
7 23 4837
7 29 1083
7 22 5379
7 66 5112
7 30 2146
7 38 897
7 34 1353
7 8 3640
7 40 4512
7 3 5974
7 48 3756
7 16 1228
7 61 3177
7 58 5344
7 63 5751
7 47 2352
7 69 3578
7 52 1352
7 49 5217
7 67 3435
7 37 5411
7 70 3535
7 10 2382
7 20 2709
7 39 3945
7 11 799
7 4 1127
7 59 2032
7 75 425
7 44 2210
7 12 6013
7 21 4052
7 1 3021
7 14 3810
7 36 3798
7 53 2775
7 31 1725
7 65 4435
8 52 5510
8 49 5729
8 14 3539
8 37 4321
8 72 1359
8 60 4144
8 36 2862
8 55 2283
8 26 1729
8 41 2756
8 15 4888
8 61 905
8 20 4797
8 17 4970
8 6 946
8 48 3424
8 71 5874
8 67 6067
8 70 3335
8 9 6067
8 23 454
8 74 2757
8 66 2859
8 33 39
8 46 2308
8 62 3217
8 40 3628
8 43 4564
8 2 3070
8 39 4580
8 25 4875
8 44 114
8 29 5039
8 51 4680
8 59 730
8 12 5685
8 64 207
8 73 937
8 30 4634
8 7 1605
8 31 5850
8 3 5653
8 18 6205
8 13 1358
8 35 204
8 28 6167
8 4 5953
8 27 338
8 19 74
8 16 6039
8 34 5744
8 56 2447
8 75 1426
8 50 501
8 53 457
8 32 796
8 10 1903
8 57 1168
8 68 3281
8 45 4825
8 11 1926
8 1 5804
8 22 1639
9 8 4615
9 15 1948
9 13 5149
9 75 6223
9 23 5643
9 31 4269
9 27 249
9 2 6217
9 69 3558
9 22 1947
9 35 3788
9 72 1620
9 14 459
9 49 4697
9 33 1102
9 74 1271
9 7 2125
9 32 5490
9 21 5771
9 38 3506
9 65 3995
9 3 5136
9 24 2894
9 6 2116
9 44 1910
9 56 1425
9 60 4678
9 59 1657
9 43 2076
9 57 2347
9 61 1314
9 36 3097
9 48 4588
9 70 2547
9 53 3128
9 11 769
9 46 2109
9 50 5149
9 73 2249
9 18 4219
9 34 2356
9 17 4557
9 71 3832
9 19 1234
9 68 1907
9 26 4310
9 42 4308
9 5 1002
9 4 2403
9 39 790
9 66 1474
9 30 4109
9 10 1074
9 67 6098
9 37 1499
9 51 4075
9 16 1666
9 12 5838
9 62 5724
9 29 4846
9 64 2672
10 48 2684
10 52 2624
10 21 2018
10 18 4062
10 19 3669
10 39 2819
10 44 344
10 50 5925
10 42 4746
10 56 5314
10 51 3484
10 8 505
10 64 3355
10 62 5514
10 54 332
10 40 2391
10 43 4882
10 67 4380
10 26 1939
10 24 3386
10 11 1216
10 34 5720
10 6 4797
10 71 1052
10 57 4581
10 30 4967
10 69 1214
10 72 1081
10 9 2873
10 66 491
10 65 2468
10 29 2921
10 75 6122
10 16 635
10 31 3825
10 37 2103
10 3 128
10 4 5076
10 38 5810
10 49 1182
10 13 4086
10 73 961
10 63 716
10 35 3607
10 59 691
10 33 2062
10 17 4208
10 27 923
10 46 2698
10 23 4849
10 55 1739
10 68 5053
10 41 1134
10 7 6162
10 61 2087
10 20 12
11 33 1585
11 34 2603
11 12 2703
11 5 2152
11 40 656
11 20 518
11 47 6206
11 70 6126
11 56 4053
11 32 4814
11 19 5904
11 72 3232
11 17 3001
11 55 2535
11 60 2356
11 9 5697
11 28 539
11 30 2731
11 1 5963
11 7 215
11 59 441
11 27 3705
11 16 1117
11 23 6117
11 65 1997
11 73 3423
11 66 6044
11 22 5454
11 49 28
11 2 3920
11 8 716
11 50 5161
11 38 1822
11 75 2409
11 57 4211
11 25 2403
11 63 1635
11 61 6220
11 46 4287
11 67 5884
11 64 5122
11 18 5523
11 14 371
11 54 85
11 43 2302
11 4 2809
11 62 1117
11 39 5712
11 21 4701
11 29 350
11 74 2901
11 37 1156
11 42 5319
11 35 2797
11 36 4168
11 45 6223
12 21 1792
12 35 4256
12 22 1995
12 25 2604
12 24 3459
12 57 194
12 72 5929
12 69 2036
12 11 6238
12 47 374
12 59 6232
12 61 4350
12 40 5092
12 63 3554
12 6 5543
12 66 851
12 71 917
12 75 6184
12 41 4969
12 55 2560
12 16 3639
12 34 1649
12 53 5948
12 5 5081
12 51 1645
12 54 5073
12 39 4266
12 8 1304
12 28 3688
12 62 1391
