75 4200
1 5 5647
1 65 5062
1 29 3666
1 34 1932
1 35 4905
1 42 5461
1 50 5976
1 70 1381
1 18 4790
1 60 4689
1 47 2742
1 20 4716
1 2 4351
1 72 3717
1 52 1925
1 56 3323
1 32 4537
1 30 3913
1 58 6071
1 27 3738
1 26 4551
1 11 4460
1 51 108
1 4 4548
1 38 4832
1 71 2739
1 22 5594
1 43 675
1 57 1913
1 21 2616
1 74 5750
1 55 3211
1 7 2993
1 45 2151
1 24 2809
1 17 779
1 48 5811
1 3 2990
1 66 3675
1 8 4870
1 14 5858
1 6 3573
1 13 5505
1 62 3290
1 75 1494
1 19 5514
1 10 1466
1 61 2766
1 49 1753
2 7 2453
2 68 5664
2 20 4060
2 12 863
2 43 2755
2 16 2161
2 41 2337
2 50 172
2 21 310
2 66 1091
2 32 1010
2 46 142
2 72 2838
2 44 5780
2 3 2786
2 30 4866
2 35 1432
2 27 2632
2 59 540
2 71 3045
2 73 6085
2 75 4441
2 64 4584
2 48 3936
2 70 6122
2 5 4836
2 39 6171
2 42 1957
2 62 3121
2 9 6218
2 58 2308
2 19 2885
2 34 1784
2 51 6234
2 36 645
2 40 3650
2 28 5863
2 22 4182
2 4 1273
2 37 2510
2 47 2862
2 57 4212
2 52 6012
2 17 5077
2 55 1760
2 8 5821
2 14 1494
2 54 2142
2 74 3979
2 18 699
2 60 4457
3 56 4787
3 62 5491
3 57 1659
3 49 657
3 30 5098
3 4 1679
3 18 1050
3 13 5736
3 17 4776
3 33 3950
3 22 782
3 55 4064
3 5 201
3 45 459
3 24 6154
3 8 680
3 2 4216
3 68 3230
3 32 4138
3 1 6129
3 31 908
3 36 3947
3 39 4094
3 42 1198
3 67 5228
3 48 905
3 50 4867
3 41 4432
3 65 4525
3 19 4341
3 69 925
3 53 2675
3 9 1016
3 25 1049
3 75 2428
3 52 2778
3 7 3547
3 58 4623
3 10 6193
3 54 3835
3 23 38
3 59 2888
3 34 3599
3 38 4933
3 15 3991
3 11 610
3 28 2295
3 63 3226
3 74 4937
3 72 4656
3 47 3237
3 71 5683
3 43 2451
3 12 5528
3 70 1245
3 66 1619
3 60 5955
3 73 5043
4 3 1967
4 19 441
4 17 3915
4 47 3860
4 37 5522
4 30 1479
4 20 3289
4 40 156
4 13 4403
4 42 1532
4 72 4633
4 2 378
4 71 5078
4 65 422
4 9 4564
4 64 4287
4 68 1817
4 33 3135
4 63 4641
4 59 4704
4 35 1358
4 48 1115
4 23 1595
4 25 5222
4 38 2360
4 22 1894
4 8 989
4 58 6050
4 61 4444
4 67 3556
4 43 480
4 5 3283
4 10 2594
4 55 3001
4 28 4999
4 21 4733
4 73 2495
4 11 3363
4 74 5277
4 27 3667
4 1 372
4 7 2850
4 50 4122
4 41 3825
4 29 6224
4 32 3839
4 51 3819
4 53 1973
4 52 282
4 15 3471
4 44 3983
5 24 580
5 10 1544
5 21 3659
5 69 3652
5 36 1245
5 53 6260
5 47 487
5 18 2363
5 68 3294
5 50 5040
5 71 4798
5 56 3119
5 26 5338
5 23 1085
5 8 1878
5 27 485
5 39 2768
5 46 2232
5 58 2239
5 17 3160
5 41 2379
5 66 5531
5 48 3048
5 22 4605
5 54 1645
5 43 5814
5 19 2538
5 15 605
5 40 2293
5 55 1904
5 73 2456
5 4 1071
5 9 1752
5 28 5146
5 62 89
5 1 3206
5 25 4066
5 30 2957
5 60 394
5 74 5115
5 57 2252
5 75 1480
5 32 5575
5 38 859
5 52 2811
5 37 1470
5 7 4386
5 61 904
5 51 5501
5 14 6105
5 20 227
5 70 4272
5 65 3281
5 3 2730
5 63 3058
5 29 2132
5 35 3407
6 36 1385
6 68 1496
6 53 4654
6 67 1262
6 64 3549
6 48 4472
6 54 4867
6 10 524
6 69 1305
6 38 823
6 23 4183
6 30 1840
6 7 5605
6 16 2697
6 41 1865
6 9 1385
6 12 746
6 1 1971
6 22 2513
6 31 1078
6 75 6198
6 11 1797
6 20 3562
6 63 3574
6 57 4431
6 58 647
6 29 1582
6 51 3918
6 5 1140
6 61 147
6 45 1317
6 8 1489
6 62 3191
6 66 721
6 46 6290
6 35 5465
6 72 2557
6 49 761
6 50 4327
6 18 5202
6 13 3961
6 71 4977
6 44 4129
6 32 987
6 40 2369
6 55 2629
6 24 112
6 56 3345
6 3 4048
6 74 1791
6 26 2302
6 34 2554
