75 4200
1 18 3104
1 2 3456
1 66 5874
1 45 4077
1 13 958
1 51 1104
1 36 2120
1 32 1312
1 15 3727
1 49 3024
1 14 83
1 27 6263
1 75 2526
1 28 738
1 24 3450
1 57 3659
1 59 1545
1 29 3636
1 34 6156
1 31 2894
1 3 6153
1 65 63
1 12 3181
1 23 5139
1 71 2819
1 20 4194
1 60 1891
1 64 5225
1 8 1685
1 56 5415
1 17 2077
1 73 3838
1 30 4800
1 41 3786
1 70 6027
1 63 5927
1 54 1556
1 10 3375
1 62 5767
1 42 823
1 22 1387
1 44 3449
1 52 3319
1 46 313
1 72 2385
1 6 1422
1 35 5875
1 19 5285
1 33 3660
1 67 5433
1 58 3121
1 53 2490
1 50 5000
1 40 1333
1 11 3832
1 55 5577
1 61 6091
1 48 2536
1 7 1259
1 5 3908
2 72 577
2 40 1890
2 60 1916
2 3 4542
2 45 3827
2 20 3442
2 54 373
2 32 2902
2 69 2219
2 19 4291
2 63 2033
2 14 5452
2 51 5715
2 13 4591
2 68 3775
2 73 6205
2 29 515
2 48 5201
2 12 2515
2 33 1037
2 74 5945
2 5 4667
2 43 1830
2 64 922
2 28 2981
2 42 3074
2 56 3267
2 38 4284
2 16 5519
2 66 463
2 18 1966
2 1 1340
2 35 842
2 36 733
2 8 1509
2 58 3952
2 61 3516
2 50 5826
2 67 2489
2 21 2630
2 22 2421
2 15 4465
2 10 518
2 70 5022
2 65 3236
2 59 3262
2 47 1482
2 26 4081
2 34 3759
2 57 668
2 75 4185
2 62 4662
2 25 4710
2 39 5779
2 71 709
3 12 5585
3 56 2954
3 53 4091
3 64 4116
3 7 5894
3 71 1893
3 65 3825
3 54 5635
3 13 5248
3 22 5502
3 43 2336
3 68 3835
3 73 6121
3 55 20
3 14 2060
3 49 4250
3 23 1796
3 50 2041
3 32 410
3 21 695
3 6 3777
3 4 2996
3 29 3289
3 61 375
3 66 883
3 1 4823
3 42 484
3 5 1971
3 2 997
3 34 3324
3 69 790
3 15 2328
3 45 3112
3 9 5572
3 47 5465
3 46 3662
3 37 5868
3 19 2223
3 17 6177
3 18 68
3 11 6187
3 57 3735
3 27 3547
3 20 5003
3 16 5695
3 62 3801
3 25 5400
3 74 3758
3 41 2418
3 8 5369
3 58 1257
3 10 154
3 31 1516
3 36 6048
3 72 2412
4 18 1993
4 25 5480
4 67 5490
4 72 2039
4 53 2320
4 46 5072
4 37 1636
4 33 3900
4 66 2022
4 21 5461
4 60 5179
4 40 5608
4 22 3656
4 17 1812
4 23 2365
4 7 4137
4 64 2787
4 26 3097
4 59 2605
4 61 6120
4 74 5613
4 49 6073
4 45 826
4 11 5202
4 62 2109
4 50 2532
4 3 615
4 58 2545
4 5 4535
4 2 2765
4 9 1381
4 57 1669
4 68 519
4 38 1289
4 29 5804
4 31 4571
4 14 1645
4 10 3656
4 70 4206
4 44 5846
4 35 1184
4 63 197
4 54 1262
4 12 602
4 56 1891
4 6 5132
4 51 5015
4 19 1357
4 52 614
4 16 4295
4 34 2449
4 42 2781
4 39 2555
4 15 2333
5 11 4064
5 23 5870
5 17 2423
5 72 2670
5 34 4366
5 1 6122
5 38 4038
5 26 4628
5 28 1440
5 36 335
5 73 4260
5 47 3538
5 16 3686
5 42 4078
5 24 748
5 39 2700
5 54 5993
5 8 5756
5 41 2077
5 50 5188
5 49 2858
5 51 387
5 48 3638
5 31 2612
5 56 1497
5 15 1570
5 19 1133
5 33 4788
5 60 6193
5 3 4532
5 67 3380
5 2 2734
5 69 1965
5 32 4050
5 62 3213
5 57 5413
5 25 1613
5 22 3943
5 7 6204
5 43 4086
5 45 1575
5 68 5057
5 6 4232
5 74 1010
5 21 5577
5 12 2662
5 53 3375
5 40 4972
5 9 4684
5 13 4601
5 44 3775
5 4 4345
5 61 251
5 55 1299
5 52 3586
5 20 6164
5 59 4906
6 64 760
6 42 369
6 20 6186
6 15 592
6 60 3612
6 54 4161
6 75 4215
6 8 106
6 1 1761
6 51 1933
6 63 3774
6 35 153
6 39 3847
6 62 4240
6 13 5600
6 70 4249
6 73 1958
6 27 2759
6 19 1465
6 5 2897
6 41 4540
6 56 2988
6 26 5194
6 12 2599
6 57 6134
6 38 5021
6 22 1063
6 16 4290
6 28 756
6 47 635
6 65 2954
6 37 2167
6 7 2937
6 44 2559
6 50 2862
6 66 1977
6 61 5486
6 9 1218
6 11 3760
6 32 3954
6 40 5522
6 55 5473
6 45 1807
6 17 2733
6 71 397
6 48 562
6 2 3028
6 43 375
6 52 2235
6 29 3608
6 72 2079
6 4 5322
6 68 4381
6 30 1520
6 58 5763
6 46 909
6 3 6239
6 67 2083
6 69 2830
6 25 4105
7 37 6231
7 16 1353
7 17 1002
7 48 1030
7 23 1588
7 4 4955
7 39 5197
7 8 238
7 19 6298
7 11 514
7 30 4069
7 33 2563
7 46 5595
7 29 4366
7 41 243
7 34 5038
7 32 5502
7 72 1379
7 36 4015
7 70 4106
7 44 5071
7 6 3871
7 15 3263
7 31 2688
7 28 1216
7 27 3304
7 2 2659
7 75 1875
7 9 2308
7 1 222
7 22 6201
7 65 2004
7 67 339
7 14 1989
7 71 87
7 59 3275
7 20 3536
7 12 3240
7 43 688
7 54 3871
7 61 1848
7 42 3793
7 51 3719
7 53 3083
7 47 1409
7 60 2230
7 63 2630
7 57 2575
7 40 2315
7 21 3568
7 52 4050
7 10 4679
7 38 2122
7 24 315
7 58 2231
7 25 3754
7 13 613
8 57 3905
8 29 188
8 40 4151
8 33 5221
8 3 2518
8 18 902
8 71 975
8 55 3916
8 24 562
8 75 4702
8 17 5027
8 5 4585
8 37 1244
8 20 323
8 50 4281
8 30 5266
8 10 3991
8 46 6137
8 53 5531
8 49 4073
8 34 2502
8 42 4284
8 28 251
8 63 4486
8 4 2470
8 54 998
8 31 1062
8 21 892
8 14 5852
8 68 4762
8 32 2248
8 72 707
8 11 2755
8 58 5275
8 39 3979
8 15 984
8 61 2978
8 56 271
8 13 2618
8 2 4133
8 74 5235
8 12 6133
8 23 3194
8 9 194
8 19 2069
8 41 363
8 16 2128
8 66 2790
8 67 3511
8 52 1651
8 51 6080
8 60 436
8 7 480
8 38 5733
8 1 270
8 22 5828
8 70 5949
8 65 4276
8 64 3774
9 41 5646
9 2 2518
9 71 5833
9 58 5371
9 5 15
9 43 3445
9 21 1911
9 54 449
9 56 5094
9 68 5295
9 19 927
9 61 21
9 64 4960
9 32 331
9 29 4061
9 46 4768
9 35 3662
9 16 337
9 47 47
9 6 3263
9 31 66
9 74 732
9 24 6241
9 23 2870
9 3 2385
9 67 2372
9 7 3961
9 53 303
