100 9900
1 2 167
1 3 5297
1 4 5630
1 5 2808
1 6 3367
1 7 8772
1 8 3869
1 9 8937
1 10 7907
1 11 3067
1 12 546
1 13 4410
1 14 939
1 15 5526
1 16 1138
1 17 8243
1 18 7079
1 19 7019
1 20 304
1 21 7955
1 22 9987
1 23 4574
1 24 9721
1 25 8139
1 26 4669
1 27 4879
1 28 7985
1 29 6182
1 30 730
1 31 6075
1 32 4830
1 33 150
1 34 4398
1 35 2103
1 36 8006
1 37 9152
1 38 9946
1 39 1186
1 40 2025
1 41 873
1 42 2572
1 43 9806
1 44 3822
1 45 7383
1 46 9383
1 47 8886
1 48 1828
1 49 2183
1 50 636
1 51 6149
1 52 6173
1 53 3241
1 54 3847
1 55 3088
1 56 6462
1 57 5608
1 58 9545
1 59 4905
1 60 8538
1 61 3298
1 62 4187
1 63 4993
1 64 5788
1 65 3473
1 66 5034
1 67 6871
1 68 9669
1 69 1298
1 70 408
1 71 1923
1 72 8084
1 73 524
1 74 41
1 75 4391
1 76 5178
1 77 7358
1 78 3026
1 79 7174
1 80 8929
1 81 4694
1 82 7843
1 83 7009
1 84 32
1 85 7616
1 86 1379
1 87 5649
1 88 7114
1 89 268
1 90 3526
1 91 8275
1 92 5423
1 93 7603
1 94 1223
1 95 4953
1 96 913
1 97 5665
1 98 7365
1 99 7981
1 100 5954
2 1 3703
2 3 8402
2 4 7444
2 5 9622
2 6 645
2 7 9232
2 8 8340
2 9 6588
2 10 18
2 11 662
2 12 8688
2 13 4886
2 14 7630
2 15 6933
2 16 8451
2 17 8631
2 18 5870
2 19 1937
2 20 712
2 21 1317
2 22 6126
2 23 1971
2 24 4033
2 25 159
2 26 5391
2 27 1531
2 28 6276
2 29 3004
2 30 651
2 31 92
2 32 1751
2 33 8653
2 34 6041
2 35 9777
2 36 3968
2 37 2963
2 38 4607
2 39 5103
2 40 9779
2 41 5938
2 42 2585
2 43 7299
2 44 8470
2 45 6121
2 46 3813
2 47 7945
2 48 4339
2 49 1157
2 50 1233
2 51 1047
2 52 3696
2 53 1260
2 54 5989
2 55 8689
2 56 4988
2 57 68
2 58 3632
2 59 9675
2 60 2485
2 61 283
2 62 2766
2 63 4444
2 64 6752
2 65 2541
2 66 132
2 67 2245
2 68 7088
2 69 6074
2 70 1504
2 71 8785
2 72 1490
2 73 9461
2 74 9047
2 75 3515
2 76 305
2 77 8639
2 78 2678
2 79 2571
2 80 7597
2 81 8332
2 82 1902
2 83 2379
2 84 356
2 85 9909
2 86 1786
2 87 4484
2 88 1429
2 89 7328
2 90 6973
2 91 3337
2 92 4611
2 93 5645
2 94 5725
2 95 524
2 96 5321
2 97 5671
2 98 5899
2 99 2326
2 100 2668
3 1 8652
3 2 189
3 4 3579
3 5 317
3 6 7477
3 7 6763
3 8 8670
3 9 7970
3 10 4275
3 11 6551
3 12 4330
3 13 580
3 14 8420
3 15 3525
3 16 4340
3 17 5346
3 18 1691
3 19 3372
3 20 5271
3 21 6806
3 22 2637
3 23 8189
3 24 396
3 25 7302
3 26 579
3 27 7730
3 28 5206
3 29 8650
3 30 4750
3 31 58
3 32 8599
3 33 1779
3 34 2819
3 35 3264
3 36 4375
3 37 1380
3 38 6048
3 39 5885
3 40 3723
3 41 3886
3 42 8909
3 43 8384
3 44 7109
3 45 3499
3 46 6517
3 47 8840
3 48 4639
3 49 1728
3 50 3541
3 51 8568
3 52 323
3 53 5689
3 54 9564
3 55 5320
3 56 2080
3 57 5251
3 58 8941
3 59 5096
3 60 4728
3 61 9241
3 62 7573
3 63 6488
3 64 3638
3 65 6780
3 66 7687
3 67 3626
3 68 9593
3 69 6531
3 70 4643
3 71 9966
3 72 5006
3 73 1609
3 74 8519
3 75 3834
3 76 2979
3 77 5160
3 78 8195
3 79 6035
3 80 1632
3 81 4959
3 82 5708
3 83 8366
3 84 4879
3 85 536
3 86 1619
3 87 5162
3 88 5830
3 89 6203
3 90 6532
3 91 4995
3 92 8238
3 93 1114
3 94 3994
3 95 2158
3 96 8104
3 97 9469
3 98 8678
3 99 1854
3 100 3209
4 1 6888
4 2 6489
4 3 2246
4 5 1190
4 6 7451
4 7 6635
4 8 8566
4 9 7658
4 10 4980
4 11 1663
4 12 3781
4 13 9987
4 14 1012
4 15 31
4 16 778
4 17 4442
4 18 1486
4 19 1100
4 20 9094
4 21 973
4 22 8217
4 23 9386
4 24 2822
4 25 2170
4 26 9703
4 27 4817
4 28 9484
4 29 9844
4 30 2751
4 31 9561
4 32 1124
4 33 6716
4 34 3742
4 35 5819
4 36 9819
4 37 7836
4 38 2039
4 39 9403
4 40 8251
4 41 2619
4 42 7540
4 43 909
4 44 2936
4 45 2757
4 46 7053
4 47 4668
4 48 3566
4 49 9961
4 50 8569
4 51 2258
4 52 8899
4 53 543
4 54 562
4 55 143
4 56 352
4 57 520
4 58 9278
4 59 2699
4 60 9800
4 61 331
4 62 5130
4 63 1458
4 64 3947
4 65 2042
4 66 8905
4 67 5583
4 68 2357
4 69 667
4 70 7480
4 71 7979
4 72 4459
4 73 9141
4 74 8806
4 75 5516
4 76 6118
4 77 8651
4 78 3938
4 79 2605
4 80 98
4 81 8388
4 82 2433
4 83 9886
4 84 3241
4 85 5777
4 86 3069
4 87 4041
4 88 5887
4 89 28
4 90 1717
4 91 6261
4 92 5604
4 93 4540
4 94 8852
4 95 1290
4 96 9628
4 97 7619
4 98 8674
4 99 7881
4 100 5527
5 1 7612
5 2 645
5 3 7038
5 4 8390
5 6 8772
5 7 4779
5 8 7849
5 9 5417
5 10 6531
5 11 9670
5 12 4826
5 13 587
5 14 9333
5 15 4639
5 16 9648
5 17 4112
5 18 816
5 19 3848
5 20 1348
5 21 1194
5 22 8800
5 23 8405
5 24 1452
5 25 792
5 26 406
5 27 8732
5 28 789
5 29 4440
5 30 6118
5 31 2510
5 32 877
5 33 8720
5 34 5528
5 35 436
5 36 980
5 37 2
5 38 9358
5 39 743
5 40 4032
5 41 2548
5 42 9025
5 43 8873
5 44 6234
5 45 2688
5 46 777
5 47 6904
5 48 8837
5 49 8915
5 50 8391
5 51 4969
5 52 86
5 53 4082
5 54 4740
5 55 8279
5 56 7328
5 57 4290
5 58 2716
5 59 8516
5 60 2248
5 61 6014
5 62 7345
5 63 7876
5 64 351
5 65 3984
5 66 6323
5 67 8813
5 68 9392
5 69 2424
5 70 2525
5 71 6805
5 72 244
5 73 4184
5 74 3215
5 75 2059
5 76 8262
5 77 556
5 78 5391
5 79 973
5 80 1081
5 81 5576
5 82 9874
5 83 4001
5 84 2545
5 85 7305
5 86 6728
5 87 4037
5 88 9067
5 89 3318
5 90 741
5 91 5394
5 92 1967
5 93 9195
5 94 9784
5 95 7387
5 96 5605
5 97 1774
5 98 9298
5 99 2772
5 100 1278
6 1 8030
6 2 9301
6 3 1215
6 4 6427
6 5 6308
6 7 3302
6 8 782
6 9 5906
6 10 1193
6 11 6654
6 12 6408
6 13 1902
6 14 1987
6 15 8431
6 16 9621
6 17 1701
6 18 6838
6 19 3702
6 20 9935
6 21 8190
6 22 3525
6 23 9881
6 24 2430
6 25 3042
6 26 1711
6 27 7227
6 28 1210
6 29 7592
6 30 7969
6 31 1292
6 32 1539
6 33 6916
6 34 2995
6 35 9555
6 36 7825
6 37 7537
6 38 4476
6 39 3051
6 40 5230
6 41 3278
6 42 6348
6 43 3989
6 44 1782
6 45 3178
6 46 7116
6 47 3247
6 48 1846
6 49 6601
6 50 3475
6 51 87
6 52 7306
6 53 1226
6 54 550
6 55 782
6 56 7109
6 57 1275
6 58 1932
6 59 564
6 60 344
6 61 4915
6 62 8945
6 63 5554
6 64 3594
6 65 7726
6 66 1482
6 67 6536
6 68 9676
6 69 7566
6 70 6021
6 71 3767
6 72 7414
6 73 7778
6 74 4361
6 75 9205
6 76 5793
6 77 4044
6 78 3731
6 79 3731
6 80 492
6 81 4005
6 82 1950
6 83 6929
6 84 7845
6 85 4613
6 86 6595
6 87 3330
6 88 1598
6 89 2471
6 90 473
6 91 6414
6 92 489
6 93 1856
6 94 3074
6 95 249
6 96 1423
6 97 4263
6 98 8111
6 99 8698
6 100 2496
7 1 5281
7 2 1343
7 3 6685
7 4 6536
7 5 3757
7 6 5509
7 8 6214
7 9 4002
7 10 8404
7 11 5304
7 12 4277
7 13 3711
7 14 660
7 15 505
7 16 7901
7 17 7894
7 18 4563
7 19 461
7 20 331
7 21 6521
7 22 2139
7 23 9472
7 24 9516
7 25 7641
7 26 4917
7 27 854
7 28 8507
7 29 9931
7 30 7441
7 31 1067
7 32 3867
7 33 303
7 34 5152
7 35 7583
7 36 3836
7 37 1576
7 38 9198
7 39 8112
7 40 9292
7 41 8184
7 42 3701
7 43 9374
7 44 8878
7 45 2724
7 46 4259
7 47 729
7 48 3554
7 49 6836
7 50 7165
7 51 5999
7 52 3590
7 53 9584
7 54 614
7 55 1322
7 56 9799
7 57 6629
7 58 2336
7 59 2536
7 60 6049
7 61 8737
7 62 3476
7 63 8102
7 64 1599
7 65 8375
7 66 4311
7 67 2321
7 68 2801
7 69 7730
7 70 8717
7 71 662
7 72 104
7 73 6586
7 74 3547
7 75 3369
7 76 8636
7 77 8156
7 78 4142
7 79 3646
7 80 746
7 81 9542
7 82 678
7 83 6079
7 84 1996
7 85 8991
7 86 1571
7 87 1621
7 88 8416
7 89 9948
7 90 4627
7 91 650
7 92 3528
7 93 8564
7 94 2106
7 95 3020
7 96 8653
7 97 6772
7 98 903
7 99 5291
7 100 9376
8 1 891
8 2 1122
