100 9900
1 2 8195
1 3 9467
1 4 7846
1 5 6340
1 6 9299
1 7 3676
1 8 7811
1 9 2381
1 10 4450
1 11 6409
1 12 4958
1 13 504
1 14 4086
1 15 4934
1 16 3943
1 17 9296
1 18 6041
1 19 9019
1 20 8530
1 21 8345
1 22 5224
1 23 7367
1 24 2345
1 25 8832
1 26 8808
1 27 1409
1 28 1711
1 29 7214
1 30 9459
1 31 5024
1 32 7779
1 33 537
1 34 4698
1 35 5369
1 36 4595
1 37 4558
1 38 6093
1 39 8980
1 40 8521
1 41 4051
1 42 9015
1 43 239
1 44 2513
1 45 3780
1 46 9771
1 47 9093
1 48 7538
1 49 1394
1 50 5942
1 51 7800
1 52 5118
1 53 5574
1 54 9325
1 55 1141
1 56 3539
1 57 5864
1 58 5736
1 59 6319
1 60 1580
1 61 6921
1 62 9214
1 63 3897
1 64 6968
1 65 7966
1 66 539
1 67 1307
1 68 7613
1 69 6737
1 70 7116
1 71 8146
1 72 4349
1 73 4780
1 74 3685
1 75 6368
1 76 3702
1 77 4272
1 78 7890
1 79 8790
1 80 527
1 81 403
1 82 6950
1 83 5632
1 84 8759
1 85 2331
1 86 5147
1 87 257
1 88 9507
1 89 8027
1 90 1692
1 91 4215
1 92 6582
1 93 7229
1 94 105
1 95 2417
1 96 8004
1 97 6858
1 98 1624
1 99 9285
1 100 9975
2 1 4
2 3 9281
2 4 5201
2 5 2994
2 6 1235
2 7 8792
2 8 7654
2 9 3834
2 10 9242
2 11 2457
2 12 4092
2 13 1714
2 14 8700
2 15 1434
2 16 148
2 17 1609
2 18 8391
2 19 1238
2 20 6776
2 21 1191
2 22 1883
2 23 9719
2 24 8591
2 25 568
2 26 954
2 27 1501
2 28 7253
2 29 8977
2 30 3762
2 31 3991
2 32 8157
2 33 9334
2 34 5215
2 35 7596
2 36 9968
2 37 8268
2 38 5750
2 39 4424
2 40 9330
2 41 8466
2 42 6447
2 43 7401
2 44 3036
2 45 2256
2 46 6993
2 47 118
2 48 768
2 49 9734
2 50 4093
2 51 5082
2 52 4883
2 53 8612
2 54 6666
2 55 9956
2 56 9044
2 57 9497
2 58 3983
2 59 7884
2 60 8827
2 61 811
2 62 1012
2 63 3580
2 64 2348
2 65 3124
2 66 2718
2 67 9702
2 68 1590
2 69 6143
2 70 1573
2 71 9219
2 72 6681
2 73 2252
2 74 1066
2 75 8120
2 76 8441
2 77 2343
2 78 4966
2 79 8523
2 80 558
2 81 3075
2 82 5802
2 83 5673
2 84 1282
2 85 8805
2 86 2633
2 87 2856
2 88 9138
2 89 7394
2 90 9647
2 91 1787
2 92 5781
2 93 6661
2 94 1072
2 95 1053
2 96 8723
2 97 4102
2 98 7236
2 99 6629
2 100 5173
3 1 2605
3 2 4336
3 4 1998
3 5 3258
3 6 361
3 7 4636
3 8 160
3 9 4579
3 10 4548
3 11 5102
3 12 2514
3 13 3410
3 14 1626
3 15 2034
3 16 5557
3 17 6786
3 18 5061
3 19 7493
3 20 9884
3 21 7996
3 22 517
3 23 9163
3 24 379
3 25 1917
3 26 548
3 27 5002
3 28 597
3 29 560
3 30 8757
3 31 3183
3 32 746
3 33 2873
3 34 498
3 35 1526
3 36 6052
3 37 4131
3 38 3182
3 39 7718
3 40 4629
3 41 4363
3 42 9095
3 43 3432
3 44 4935
3 45 9789
3 46 4973
3 47 9905
3 48 3864
3 49 1119
3 50 5227
3 51 1861
3 52 506
3 53 6219
3 54 2440
3 55 8737
3 56 9601
3 57 8166
3 58 35
3 59 1538
3 60 3068
3 61 2060
3 62 2095
3 63 8629
3 64 4950
3 65 9876
3 66 4786
3 67 8688
3 68 4542
3 69 1131
3 70 3774
3 71 5421
3 72 511
3 73 5605
3 74 751
3 75 3971
3 76 1836
3 77 7038
3 78 2536
3 79 5575
3 80 4669
3 81 2762
3 82 3855
3 83 2046
3 84 736
3 85 8512
3 86 2256
3 87 6924
3 88 3200
3 89 6501
3 90 7175
3 91 9950
3 92 227
3 93 6253
3 94 5611
3 95 6533
3 96 3300
3 97 5142
3 98 2038
3 99 3162
3 100 6822
4 1 3243
4 2 4823
4 3 8289
4 5 9187
4 6 3655
4 7 7819
4 8 7990
4 9 3874
4 10 2403
4 11 8034
4 12 8406
4 13 9017
4 14 2114
4 15 3146
4 16 8073
4 17 9120
4 18 4877
4 19 8469
4 20 2323
4 21 3860
4 22 8387
4 23 1885
4 24 5198
4 25 5529
4 26 8819
4 27 1098
4 28 779
4 29 8434
4 30 9312
4 31 7657
4 32 8648
4 33 655
4 34 9081
4 35 7626
4 36 9733
4 37 3581
4 38 1650
4 39 3461
4 40 5105
4 41 3671
4 42 6237
4 43 6013
4 44 8321
4 45 4830
4 46 5288
4 47 8973
4 48 8545
4 49 5405
4 50 787
4 51 9893
4 52 5079
4 53 5449
4 54 321
4 55 4532
4 56 5434
4 57 8243
4 58 6088
4 59 234
4 60 4258
4 61 7070
4 62 3768
4 63 1475
4 64 6550
4 65 5079
4 66 3106
4 67 3143
4 68 9774
4 69 9106
4 70 6100
4 71 1672
4 72 2259
4 73 7079
4 74 7488
4 75 7410
4 76 7847
4 77 6374
4 78 9886
4 79 2668
4 80 2088
4 81 1699
4 82 164
4 83 4138
4 84 9526
4 85 3540
4 86 7383
4 87 843
4 88 6231
4 89 1648
4 90 8937
4 91 8703
4 92 4685
4 93 6104
4 94 3061
4 95 3474
4 96 4776
4 97 8070
4 98 8819
4 99 6557
4 100 7504
5 1 7022
5 2 6659
5 3 940
5 4 3342
5 6 3018
5 7 8958
5 8 485
5 9 4300
5 10 372
5 11 7237
5 12 3941
5 13 978
5 14 5752
5 15 2371
5 16 5779
5 17 5175
5 18 3713
5 19 5866
5 20 9837
5 21 379
5 22 4116
5 23 2832
5 24 2583
5 25 5036
5 26 1818
5 27 3381
5 28 9713
5 29 3866
5 30 4875
5 31 9934
5 32 5618
5 33 1843
5 34 5556
5 35 5617
5 36 3536
5 37 519
5 38 1060
5 39 2819
5 40 9452
5 41 6645
5 42 3257
5 43 7732
5 44 409
5 45 929
5 46 5872
5 47 8206
5 48 9933
5 49 2720
5 50 5873
5 51 9514
5 52 1930
5 53 7735
5 54 5814
5 55 4270
5 56 3747
