70 4830
1 2 7235
1 3 5507
1 4 4119
1 5 4441
1 6 3022
1 7 4256
1 8 936
1 9 3702
1 10 4241
1 11 7248
1 12 4691
1 13 5185
1 14 993
1 15 4870
1 16 5924
1 17 2737
1 18 4150
1 19 2872
1 20 7329
1 21 6909
1 22 5850
1 23 864
1 24 1201
1 25 6969
1 26 1115
1 27 7042
1 28 548
1 29 6106
1 30 6304
1 31 667
1 32 7338
1 33 4073
1 34 6967
1 35 2172
1 36 6089
1 37 1286
1 38 6221
1 39 5008
1 40 7169
1 41 6678
1 42 6982
1 43 3797
1 44 7179
1 45 2429
1 46 5075
1 47 1335
1 48 3446
1 49 5832
1 50 2687
1 51 7195
1 52 7123
1 53 4086
1 54 6993
1 55 5674
1 56 7065
1 57 3531
1 58 951
1 59 1534
1 60 577
1 61 2056
1 62 6110
1 63 5708
1 64 2057
1 65 771
1 66 7060
1 67 5386
1 68 6027
1 69 2819
1 70 2217
2 1 3964
2 3 3975
2 4 3561
2 5 3265
2 6 4745
2 7 7475
2 8 4914
2 9 1682
2 10 5745
2 11 2906
2 12 6023
2 13 6361
2 14 2617
2 15 6181
2 16 448
2 17 6285
2 18 5909
2 19 3087
2 20 7287
2 21 4644
2 22 2993
2 23 1428
2 24 5992
2 25 3883
2 26 4849
2 27 761
2 28 6081
2 29 5355
2 30 4972
2 31 2477
2 32 3191
2 33 350
2 34 4604
2 35 2344
2 36 3401
2 37 2503
2 38 2608
2 39 2748
2 40 6463
2 41 572
2 42 3206
2 43 6980
2 44 4873
2 45 6496
2 46 1386
2 47 7131
2 48 4391
2 49 6636
2 50 6488
2 51 4265
2 52 510
2 53 1553
2 54 1901
2 55 3860
2 56 757
2 57 7135
2 58 6322
2 59 4945
2 60 1429
2 61 4069
2 62 4882
2 63 296
2 64 2577
2 65 3854
2 66 3455
2 67 875
2 68 7454
2 69 1021
2 70 2472
3 1 7049
3 2 3131
3 4 7096
3 5 6904
3 6 588
3 7 3005
3 8 2387
3 9 3926
3 10 1439
3 11 5810
3 12 3254
3 13 6189
3 14 3959
3 15 2124
3 16 2513
3 17 684
3 18 2202
3 19 4937
3 20 7397
3 21 4199
3 22 6259
3 23 1467
3 24 5299
3 25 79
3 26 1390
3 27 3377
3 28 1404
3 29 2997
3 30 5164
3 31 4742
3 32 130
3 33 5657
3 34 7040
3 35 6408
3 36 6162
3 37 4014
3 38 1496
3 39 1506
3 40 2278
3 41 5388
3 42 2467
3 43 2797
3 44 6016
3 45 7042
3 46 6613
3 47 7190
3 48 3015
3 49 671
3 50 552
3 51 4356
3 52 4163
3 53 7414
3 54 1765
3 55 6171
3 56 2019
3 57 3773
3 58 2357
3 59 634
3 60 3724
3 61 720
3 62 5400
3 63 1519
3 64 5866
3 65 5873
3 66 3458
3 67 2214
3 68 3124
3 69 6663
3 70 6764
4 1 1813
4 2 5948
4 3 4824
4 5 839
4 6 1968
4 7 832
4 8 4966
4 9 439
4 10 5889
4 11 829
4 12 2433
4 13 1410
4 14 1379
4 15 5494
4 16 4086
4 17 5840
4 18 5480
4 19 990
4 20 4608
4 21 5420
4 22 839
4 23 5662
4 24 1423
4 25 3549
4 26 6421
4 27 6402
4 28 5275
4 29 97
4 30 6615
4 31 1771
4 32 6485
4 33 7243
4 34 335
4 35 2576
4 36 5817
4 37 6219
4 38 6952
4 39 2673
4 40 4627
4 41 5410
4 42 1806
4 43 7145
4 44 6477
4 45 2571
4 46 5094
4 47 5871
4 48 2724
4 49 3349
4 50 6076
4 51 6002
4 52 3584
4 53 534
4 54 4668
4 55 1815
4 56 5422
4 57 5398
4 58 5628
4 59 5910
4 60 3180
4 61 3671
4 62 2871
4 63 5843
4 64 4906
4 65 7220
4 66 5962
4 67 4992
4 68 6763
4 69 4161
4 70 513
5 1 1307
5 2 1460
5 3 1563
5 4 5545
5 6 5049
5 7 3486
5 8 7195
5 9 5724
5 10 4030
5 11 6298
5 12 1027
5 13 3873
5 14 5698
5 15 4384
5 16 4930
5 17 6727
5 18 2409
5 19 5045
5 20 5772
5 21 3089
5 22 4320
5 23 3466
5 24 3871
5 25 3408
5 26 5983
5 27 2502
5 28 3826
5 29 3890
5 30 2720
5 31 3155
5 32 1831
5 33 6121
5 34 7005
5 35 898
5 36 1246
5 37 1946
5 38 4579
5 39 4824
5 40 3746
5 41 4667
5 42 5702
5 43 6130
5 44 5906
5 45 381
5 46 949
5 47 2654
5 48 6281
5 49 87
5 50 3711
5 51 6122
5 52 4451
5 53 5677
5 54 5858
5 55 5659
5 56 3530
5 57 2794
5 58 89
5 59 7180
5 60 5919
5 61 5586
5 62 4433
5 63 3624
5 64 25
5 65 2629
5 66 3580
5 67 2877
5 68 532
5 69 552
5 70 2050
6 1 4192
6 2 1061
6 3 2297
6 4 825
6 5 4386
6 7 784
6 8 6293
6 9 4324
6 10 5902
6 11 4078
6 12 3772
6 13 6495
6 14 468
6 15 4242
