70 4830
1 2 5580
1 3 312
1 4 458
1 5 1801
1 6 2104
1 7 497
1 8 1830
1 9 6142
1 10 1418
1 11 121
1 12 1234
1 13 6864
1 14 1630
1 15 2273
1 16 661
1 17 5754
1 18 6247
1 19 6527
1 20 5002
1 21 1186
1 22 2946
1 23 3809
1 24 6713
1 25 6956
1 26 2036
1 27 4355
1 28 3459
1 29 4091
1 30 4673
1 31 6320
1 32 6249
1 33 259
1 34 4747
1 35 742
1 36 6343
1 37 5035
1 38 1707
1 39 1488
1 40 6104
1 41 2837
1 42 5294
1 43 2783
1 44 464
1 45 5738
1 46 2071
1 47 1137
1 48 3440
1 49 6878
1 50 4380
1 51 5158
1 52 1804
1 53 3988
1 54 1257
1 55 5483
1 56 6139
1 57 4621
1 58 730
1 59 6955
1 60 7198
1 61 4840
1 62 6089
1 63 2883
1 64 6649
1 65 2749
1 66 5730
1 67 2563
1 68 5570
1 69 2362
1 70 3231
2 1 5702
2 3 1192
2 4 5522
2 5 2080
2 6 5846
2 7 3822
2 8 5337
2 9 4173
2 10 3529
2 11 4021
2 12 1798
2 13 3353
2 14 5091
2 15 7111
2 16 1151
2 17 6288
2 18 241
2 19 3340
2 20 2119
2 21 5095
2 22 3741
2 23 3569
2 24 1311
2 25 2876
2 26 1877
2 27 2527
2 28 6162
2 29 3345
2 30 4507
2 31 5275
2 32 6888
2 33 2883
2 34 5745
2 35 6120
2 36 78
2 37 2993
2 38 2876
2 39 3805
2 40 7258
2 41 5688
2 42 2851
2 43 850
2 44 6968
2 45 6429
2 46 164
2 47 1237
2 48 979
2 49 5179
2 50 2686
2 51 276
2 52 6114
2 53 1969
2 54 2725
2 55 1019
2 56 7157
2 57 147
2 58 96
2 59 2962
2 60 7313
2 61 3232
2 62 7024
2 63 4439
2 64 3227
2 65 3341
2 66 5486
2 67 2656
2 68 433
2 69 4546
2 70 1898
3 1 6670
3 2 462
3 4 3197
3 5 6192
3 6 2389
3 7 1261
3 8 6892
3 9 2625
3 10 4345
3 11 3166
3 12 3800
3 13 4960
3 14 3345
3 15 5126
3 16 5913
3 17 6588
3 18 1774
3 19 3170
3 20 3859
3 21 7198
3 22 2616
3 23 6738
3 24 3884
3 25 1400
3 26 3951
3 27 2994
3 28 2900
3 29 2942
3 30 4305
3 31 3498
3 32 2658
3 33 2276
3 34 6275
3 35 6803
3 36 5764
3 37 4407
3 38 5423
3 39 1262
3 40 3548
3 41 2964
3 42 1770
3 43 1037
3 44 4325
3 45 1014
3 46 5962
3 47 7426
3 48 6390
3 49 4808
3 50 5212
3 51 3078
3 52 343
3 53 2168
3 54 3267
3 55 3744
3 56 2455
3 57 6943
3 58 2690
3 59 6497
3 60 5017
3 61 5642
3 62 6609
3 63 6792
3 64 2257
3 65 601
3 66 5924
3 67 4000
3 68 6367
3 69 3329
3 70 5664
4 1 1042
4 2 5152
4 3 3347
4 5 5826
4 6 51
4 7 3643
4 8 5232
4 9 631
4 10 2712
4 11 428
4 12 6431
4 13 5443
4 14 1676
4 15 608
4 16 1343
4 17 4946
4 18 1667
4 19 1337
4 20 3790
4 21 6754
4 22 5416
4 23 2616
4 24 1359
4 25 3322
4 26 3878
4 27 5905
4 28 5419
4 29 4572
4 30 4431
4 31 5491
4 32 1886
4 33 2112
4 34 1501
4 35 5191
4 36 2790
4 37 3198
4 38 859
4 39 3549
4 40 3545
4 41 3649
4 42 6062
4 43 7306
4 44 4205
4 45 5703
4 46 2287
4 47 1294
4 48 3400
4 49 2010
4 50 3216
4 51 1720
4 52 6972
4 53 535
4 54 315
4 55 3865
4 56 6217
4 57 2160
4 58 2747
4 59 1152
4 60 7250
4 61 2426
4 62 2560
4 63 1263
4 64 5146
4 65 4382
4 66 7392
4 67 2058
4 68 5120
4 69 2080
4 70 3700
5 1 3247
5 2 5743
5 3 2847
5 4 2670
5 6 3730
5 7 270
5 8 4465
5 9 2425
5 10 131
5 11 2173
5 12 2184
5 13 537
5 14 7454
5 15 2808
5 16 3737
5 17 5862
5 18 5614
5 19 6420
5 20 6312
5 21 3359
5 22 6558
5 23 2765
5 24 3214
5 25 7007
5 26 6310
5 27 6303
5 28 665
5 29 310
5 30 444
5 31 6748
5 32 1888
5 33 4183
5 34 7400
5 35 373
5 36 1197
5 37 1878
5 38 2850
5 39 4837
5 40 4945
5 41 2508
5 42 675
5 43 3763
5 44 3134
5 45 2323
5 46 4711
5 47 5836
5 48 1375
5 49 2828
5 50 2313
5 51 3300
5 52 182
5 53 690
5 54 2923
5 55 4391
5 56 5433
5 57 548
5 58 1947
5 59 3120
5 60 6542
5 61 2111
5 62 3863
5 63 4808
5 64 5451
5 65 4380
5 66 1373
5 67 3357
5 68 3146
5 69 1777
5 70 6675
6 1 5624
6 2 6321
6 3 7109
6 4 1387
6 5 334
6 7 5997
6 8 5263
6 9 1961
6 10 1460
6 11 197
6 12 2808
6 13 5082
6 14 4790
6 15 7260
6 16 207
6 17 2401
6 18 1650
6 19 5023
6 20 1822
6 21 114
6 22 6070
6 23 4886
6 24 5393
6 25 6832
6 26 5088
6 27 1918
6 28 3141
6 29 7444
6 30 4113
6 31 281
6 32 6236
6 33 3531
6 34 3954
6 35 6384
6 36 3686
6 37 6391
6 38 2281
6 39 3836
6 40 456
6 41 684
6 42 728
6 43 2404
6 44 1982
6 45 1410
6 46 999
6 47 7243
6 48 6633
6 49 6405
6 50 3619
6 51 5420
6 52 707
6 53 6663
6 54 5117
6 55 5774
6 56 5383
6 57 3295
6 58 3886
6 59 1370
6 60 2754
6 61 3561
6 62 3054
6 63 1229
6 64 1535
6 65 6377
6 66 4495
6 67 485
6 68 5235
6 69 4572
6 70 845
7 1 6284
7 2 4798
7 3 6391
7 4 4403
7 5 760
7 6 3023
7 8 3442
7 9 1449
7 10 33
7 11 2522
7 12 6558
7 13 5400
7 14 544
7 15 2232
7 16 4378
7 17 2497
7 18 3741
7 19 4428
7 20 7138
7 21 6764
7 22 1894
7 23 1267
7 24 4654
7 25 139
7 26 4555
7 27 2653
7 28 1585
7 29 6181
7 30 3958
7 31 2290
7 32 2699
7 33 1586
7 34 1300
7 35 3915
7 36 1948
7 37 3468
7 38 6492
7 39 2405
7 40 7219
7 41 7401
7 42 3897
7 43 5370
7 44 4901
7 45 4387
7 46 1020
7 47 4354
7 48 386
7 49 6405
7 50 4992
7 51 748
7 52 1274
7 53 4937
7 54 3159
7 55 2606
7 56 6072
7 57 5414
7 58 5999
7 59 5196
7 60 6925
7 61 4656
7 62 916
7 63 3064
7 64 3417
7 65 5375
7 66 7425
7 67 2081
7 68 383
7 69 7264
7 70 3088
8 1 7486
8 2 4295
8 3 3387
8 4 1231
8 5 4305
8 6 3086
8 7 6375
8 9 3326
8 10 3383
8 11 5846
8 12 1204
8 13 6422
8 14 1562
8 15 7479
8 16 2509
8 17 2336
8 18 6991
8 19 1951
8 20 3684
8 21 3162
8 22 6204
8 23 1843
8 24 1391
8 25 1578
8 26 7265
8 27 6470
8 28 5016
8 29 7255
8 30 2886
8 31 6248
8 32 5452
8 33 3969
8 34 828
8 35 2021
8 36 2976
8 37 917
8 38 3431
8 39 4720
8 40 5041
8 41 7106
8 42 2825
8 43 5750
8 44 5628
8 45 4477
8 46 242
8 47 3900
8 48 6798
8 49 3411
8 50 4906
8 51 4038
8 52 4411
8 53 1866
8 54 445
8 55 3666
8 56 927
8 57 5244
8 58 6381
8 59 6311
8 60 6617
8 61 5105
8 62 1740
8 63 3060
8 64 4667
8 65 3096
8 66 3850
8 67 4360
8 68 6464
8 69 1768
8 70 5168
9 1 29
9 2 1392
9 3 6740
9 4 4864
9 5 5153
9 6 3708
9 7 2381
9 8 3364
9 10 1949
9 11 2196
9 12 1490
9 13 3262
9 14 6265
9 15 2422
9 16 1916
9 17 474
9 18 6628
9 19 6523
9 20 4844
9 21 1828
9 22 3730
9 23 2909
9 24 6768
9 25 183
9 26 6161
9 27 1095
9 28 1213
9 29 6552
9 30 1112
9 31 5277
9 32 3092
9 33 4071
9 34 3156
9 35 5351
9 36 4754
