70 4830
1 2 2197
1 3 6113
1 4 1851
1 5 7385
1 6 7183
1 7 1310
1 8 567
1 9 6139
1 10 7183
1 11 6745
1 12 7033
1 13 5557
1 14 3978
1 15 5180
1 16 426
1 17 6238
1 18 3139
1 19 4745
1 20 819
1 21 796
1 22 4380
1 23 5495
1 24 4523
1 25 3402
1 26 2474
1 27 5120
1 28 1498
1 29 4530
1 30 6524
1 31 4353
1 32 1205
1 33 2729
1 34 3747
1 35 2133
1 36 970
1 37 1872
1 38 5009
1 39 6744
1 40 2898
1 41 2571
1 42 3960
1 43 4526
1 44 633
1 45 1939
1 46 241
1 47 1350
1 48 1155
1 49 7264
1 50 2351
1 51 5598
1 52 3756
1 53 5847
1 54 2530
1 55 3421
1 56 2425
1 57 2538
1 58 5304
1 59 5254
1 60 6782
1 61 4485
1 62 6449
1 63 340
1 64 2481
1 65 1294
1 66 4607
1 67 891
1 68 3545
1 69 3512
1 70 1496
2 1 4477
2 3 4768
2 4 2141
2 5 2264
2 6 3352
2 7 5063
2 8 1536
2 9 383
2 10 3787
2 11 1954
2 12 379
2 13 4007
2 14 2521
2 15 3698
2 16 6646
2 17 6380
2 18 532
2 19 1867
2 20 1227
2 21 575
2 22 2044
2 23 7197
2 24 1165
2 25 3080
2 26 2807
2 27 351
2 28 5050
2 29 2574
2 30 6936
2 31 4473
2 32 2660
2 33 1070
2 34 3900
2 35 522
2 36 6949
2 37 6764
2 38 6838
2 39 6470
2 40 2148
2 41 3063
2 42 3716
2 43 32
2 44 4229
2 45 1385
2 46 2810
2 47 5471
2 48 6309
2 49 2023
2 50 4237
2 51 2738
2 52 5640
2 53 5563
2 54 3296
2 55 6205
2 56 6587
2 57 7107
2 58 1160
2 59 3540
2 60 405
2 61 3436
2 62 4745
2 63 3796
2 64 6202
2 65 1479
2 66 2396
2 67 4586
2 68 6869
2 69 6521
2 70 1382
3 1 6385
3 2 3731
3 4 1966
3 5 5555
3 6 3915
3 7 6443
3 8 5631
3 9 463
3 10 2847
3 11 4032
3 12 4114
3 13 3470
3 14 7203
3 15 2014
3 16 3660
3 17 4032
3 18 3869
3 19 4685
3 20 236
3 21 1005
3 22 5858
3 23 806
3 24 2143
3 25 1228
3 26 4510
3 27 2916
3 28 5808
3 29 26
3 30 2276
3 31 3756
3 32 7494
3 33 2547
3 34 6488
3 35 111
3 36 3006
3 37 4650
3 38 6684
3 39 1955
3 40 5519
3 41 2163
3 42 6464
3 43 6762
3 44 385
3 45 5205
3 46 3605
3 47 6792
3 48 5153
3 49 7166
3 50 6489
3 51 7020
3 52 5063
3 53 1501
3 54 2068
3 55 1739
3 56 7303
3 57 3563
3 58 1801
3 59 6098
3 60 1461
3 61 7406
3 62 1164
3 63 6219
3 64 5778
3 65 574
3 66 2537
3 67 2900
3 68 5577
3 69 3613
3 70 1890
4 1 3951
4 2 4281
4 3 492
4 5 224
4 6 2289
4 7 7116
4 8 5403
4 9 6255
4 10 6993
4 11 3556
4 12 4365
4 13 6973
4 14 1515
4 15 1014
4 16 7421
4 17 4589
4 18 4255
4 19 6224
4 20 1361
4 21 389
4 22 5221
4 23 5473
4 24 5370
4 25 4839
4 26 2677
4 27 2067
4 28 1956
4 29 5582
4 30 504
4 31 6492
4 32 6291
4 33 944
4 34 3286
4 35 494
4 36 1745
4 37 5819
4 38 3864
4 39 3241
4 40 6764
4 41 831
4 42 2361
4 43 4496
4 44 2044
4 45 5520
4 46 2193
4 47 5168
4 48 1864
4 49 989
4 50 5511
4 51 5972
4 52 291
4 53 7173
4 54 3953
4 55 7380
4 56 6579
4 57 1919
4 58 6633
4 59 4304
4 60 1088
4 61 6006
4 62 5541
4 63 2487
