50 2300
1 16 470
1 31 1574
1 26 1803
1 28 1666
1 50 3409
1 15 2829
1 21 1646
1 11 1822
1 43 847
1 46 289
1 9 395
1 3 404
1 14 189
1 35 3610
1 25 231
1 32 1294
1 6 3731
1 22 2772
1 29 4189
1 20 1346
1 39 2441
1 44 3062
1 4 2288
1 23 3655
1 18 2865
1 13 3550
1 48 1437
1 34 4124
1 30 1390
1 7 3617
1 8 1227
1 37 1905
1 41 2161
1 42 242
1 12 792
1 36 3019
1 33 2204
1 17 1223
1 5 3551
1 47 1960
1 49 480
1 27 3046
1 2 434
1 24 2884
1 38 836
1 45 2358
1 19 3408
1 10 1951
2 39 3810
2 30 455
2 10 1304
2 44 4239
2 13 3594
2 9 3292
2 49 2121
2 24 1592
2 21 114
2 1 1703
2 26 1433
2 41 3366
2 6 2387
2 16 1943
2 12 1522
2 8 382
2 50 2199
2 45 40
2 43 1398
2 23 1110
2 28 29
2 19 3764
2 36 1341
2 11 808
2 46 4020
2 5 3297
2 17 1215
2 14 3286
2 34 558
2 48 2132
2 29 2699
2 47 3664
2 37 923
2 3 4402
2 40 3144
2 31 4260
2 22 1099
2 33 4111
2 25 4344
2 20 2285
2 15 415
2 35 177
2 27 2371
2 32 2806
2 4 560
2 18 864
2 7 162
3 17 3709
3 32 1342
3 42 406
3 33 1528
3 24 2498
3 9 2005
3 45 1720
3 4 720
3 15 2694
3 46 4239
3 22 286
3 8 482
3 48 1610
3 34 3388
3 23 1183
3 28 141
3 27 3849
3 36 757
3 5 931
3 43 1826
3 20 3849
3 25 3135
3 35 1992
3 39 4342
3 12 757
3 37 479
3 31 2781
3 29 103
3 49 3538
3 16 4314
3 38 881
3 11 173
3 19 976
3 41 402
3 14 1198
3 26 1687
3 2 2120
3 6 2168
3 44 4453
3 1 2157
3 7 3081
3 30 1130
3 10 332
3 21 3609
4 42 4279
4 11 1584
4 41 650
4 12 2436
4 25 3925
4 40 1544
4 15 52
4 44 4431
4 37 776
4 8 1896
4 33 615
4 45 2757
4 14 2130
4 46 248
4 31 860
4 6 909
4 10 4151
4 32 2483
4 22 4142
4 3 4456
4 16 2567
4 35 622
4 1 2283
4 50 2266
4 5 2070
4 48 2854
4 20 2271
4 30 2884
4 24 917
4 36 2955
4 21 543
4 2 1564
4 28 3321
4 13 2431
4 18 2277
4 39 2730
4 34 3603
4 23 2286
4 43 1042
4 7 734
4 9 3807
4 38 444
4 19 3409
4 26 2370
4 47 4436
4 29 2189
5 21 1062
5 3 2757
5 41 1138
5 27 3283
5 26 3599
5 44 3205
5 39 2763
5 29 1372
5 19 1181
5 24 3769
5 43 4442
5 30 2104
5 32 2751
5 20 4259
5 15 4167
5 23 4301
5 38 1609
5 8 4087
5 46 2918
5 1 3764
5 36 434
5 47 3845
5 4 2669
5 12 433
5 14 1273
5 48 2670
5 10 1555
5 6 1914
5 25 1430
5 22 4130
5 49 3303
5 31 1852
5 7 2095
5 13 3648
5 16 700
5 18 3025
5 37 617
5 42 1733
5 50 3907
5 11 4227
5 34 4278
5 45 2701
5 9 848
5 17 3725
5 28 1068
6 8 2697
6 34 1768
6 37 3575
6 22 3028
6 17 2148
6 49 1987
6 47 1017
6 33 1029
6 26 656
6 1 2769
6 20 2666
6 44 3413
6 41 1943
6 13 3457
