50 2300
1 9 3363
1 12 3582
1 43 1520
1 44 1873
1 16 3874
1 50 4080
1 28 4456
1 4 3171
1 7 3700
1 45 218
1 35 2050
1 6 2506
1 39 2703
1 20 1594
1 23 1585
1 21 3150
1 30 4442
1 49 3420
1 13 2615
1 38 50
1 24 2438
1 18 2679
1 3 1607
1 37 2484
1 2 2276
1 17 2441
1 33 2021
1 40 2337
1 22 103
1 47 189
1 19 2206
1 32 3863
1 11 3774
1 29 3335
1 25 4059
1 48 578
1 42 4441
1 26 1115
1 46 1997
1 5 4381
1 14 4438
1 36 4111
1 27 2461
1 31 1305
1 8 763
2 40 4302
2 50 2962
2 33 2529
2 35 1372
2 12 3582
2 20 2131
2 41 3159
2 44 598
2 48 1697
2 19 1171
2 46 3635
2 43 1635
2 37 2317
2 25 3207
2 29 4176
2 15 4380
2 8 2330
2 3 3480
2 16 3992
2 49 602
2 5 653
2 22 688
2 17 1349
2 24 1840
2 34 3061
2 32 1006
2 38 2651
2 10 1766
2 13 4277
2 7 3843
2 18 3999
2 9 704
2 6 2891
2 47 1381
2 42 3328
2 4 2791
2 23 4301
2 14 3434
2 11 3541
2 21 943
2 30 1540
2 26 1531
2 28 3844
2 36 67
2 45 2400
3 28 1299
3 8 2323
3 34 610
3 43 2003
3 10 1121
3 44 2226
3 4 2549
3 23 4023
3 7 1819
3 2 3682
3 47 2819
3 40 1447
3 35 4302
3 46 4062
3 20 3176
3 12 2910
3 17 3203
3 16 2468
3 19 3704
3 38 4147
3 26 4055
3 25 3521
3 21 984
3 36 4405
3 13 2989
3 41 782
3 48 348
3 31 3195
3 42 3089
3 39 1465
3 14 717
3 11 2945
3 50 2890
3 9 953
3 30 4307
3 45 2889
3 1 1858
3 24 2436
3 15 842
3 18 4491
3 49 2371
3 5 1254
3 22 732
3 37 2357
3 6 4094
3 32 3674
4 29 1056
4 27 1356
4 7 1223
4 23 2253
4 40 2623
4 32 4043
4 20 1555
4 47 1140
4 8 1039
4 39 3185
4 45 1552
4 15 3404
4 48 3254
4 5 1418
4 12 4126
4 22 1854
4 1 926
4 10 623
4 14 2849
4 2 2140
4 28 4083
4 18 2135
4 21 1402
4 38 2787
4 41 2653
4 36 4474
4 33 2990
4 3 3648
4 46 3918
4 26 4420
4 30 3218
4 43 3520
4 11 1714
4 49 4333
4 35 2073
4 16 4069
4 6 1499
4 13 3206
4 31 1925
4 24 4252
4 19 1477
4 25 624
4 17 95
5 39 3812
5 37 3836
5 10 569
5 15 1472
5 21 4326
5 2 4300
5 36 2041
5 48 3415
5 22 2536
5 3 3971
5 31 2754
5 26 1481
5 38 1320
5 40 2221
5 45 372
5 27 1782
5 13 1374
5 6 3168
5 29 3034
5 8 2092
5 41 3873
5 50 1060
5 35 3583
5 32 3790
5 16 2276
5 30 1921
5 20 3349
5 43 1624
5 44 332
5 25 407
5 12 85
5 11 2135
5 34 463
5 33 3373
5 46 1381
5 23 2662
5 14 2642
5 19 2737
5 24 64
5 42 1553
5 7 628
5 49 3176
5 9 2821
5 28 486
5 4 2505
5 18 3770
5 17 3975
5 47 4246
6 20 3320
6 11 2628
6 31 1075
6 14 628
6 3 2473
6 29 2897
6 26 1719
6 43 2343
6 4 790
6 24 3494
6 22 1276
6 28 4306
6 40 1711
6 2 4185
6 16 3814
6 13 1714
6 37 4032
6 1 4062
6 17 1932
6 50 355
6 27 1041
6 18 2857
6 38 4236
6 10 1878
6 5 617
6 46 4457
6 44 951
6 25 2813
6 49 3974
6 32 749
6 45 166
6 35 1404
6 42 2372
6 33 50
6 12 2518
6 19 1510
6 34 756
6 21 1762
6 15 268
6 48 1375
6 7 1408
6 30 2706
6 23 2058
6 41 2623
6 39 1047
7 18 1596
7 39 2900
7 30 2329
7 46 2689
7 10 4315
7 26 2913
7 12 1456
7 50 4094
7 43 1941
7 3 956
7 31 481
7 1 1201
7 47 4065
7 33 2031
7 24 891
7 22 3018
7 38 1553
7 28 3737
7 19 32
7 41 1574
7 9 2157
7 42 4389
7 17 1889
7 48 1239
7 25 1749
7 21 2772
7 16 2765
7 2 1288
7 29 4020
7 11 1140
7 49 1593
7 40 1464
7 5 1719
7 4 1855
7 35 2321
7 45 3453
7 8 674
7 13 1559
7 20 290
7 36 3748
7 32 669
7 14 4154
7 6 31
7 34 1070
7 44 1160
7 37 1787
7 15 3028
7 23 4343
7 27 1811
8 34 4401
8 23 2191
8 50 3922
8 16 2748
8 32 1663
8 15 3395
8 13 3309
8 3 1786
8 9 1505
8 44 3283
8 27 3923
8 20 1902
8 49 2244
8 12 1524
8 29 222
8 45 3847
8 5 1754
8 31 115
8 6 1480
8 1 3657
8 47 4160
8 40 4251
8 33 386
8 18 2496
8 48 2196
8 19 4478
8 35 143
8 11 78
8 42 1574
8 25 3493
8 22 837
8 30 261
8 26 2195
8 24 3724
8 37 1127
8 10 29
8 41 3427
8 21 1096
8 17 3815
8 2 1326
8 36 1852
8 28 1914
8 14 976
8 43 1546
8 7 2580
