50 2300
1 4 2813
1 16 2973
1 2 419
1 28 2999
1 50 2041
1 49 1247
1 3 126
1 48 1951
1 6 1712
1 40 4306
1 14 2898
1 15 1442
1 23 3826
1 12 1737
1 47 624
1 36 907
1 8 779
1 43 651
1 13 2667
1 10 3634
1 20 181
1 17 2850
1 46 1895
1 45 2847
1 33 1740
1 42 2750
1 25 2019
1 41 325
1 27 3360
1 21 987
1 30 4424
1 31 2789
1 35 508
1 9 938
1 44 876
1 18 3106
1 7 488
1 22 393
1 24 1051
1 39 346
1 19 3361
1 29 3993
1 32 1292
1 26 3606
1 37 3924
1 5 4255
2 23 925
2 13 3640
2 19 1484
2 31 2228
2 25 27
2 3 2579
2 37 1339
2 1 907
2 12 425
2 35 2679
2 7 530
2 17 2134
2 49 1357
2 24 660
2 9 487
2 50 2773
2 48 4206
2 40 1803
2 21 1649
2 33 4471
2 15 4186
2 39 2455
2 38 4337
2 6 1044
2 44 3054
2 41 293
2 32 538
2 43 833
2 30 1891
2 8 828
2 27 2258
2 11 169
2 22 177
2 14 713
2 34 3218
2 28 2602
2 26 3955
2 10 537
2 5 3740
2 47 2787
2 42 1996
2 18 1188
2 4 1413
2 46 531
2 36 3954
2 45 756
2 20 1022
3 1 810
3 9 698
3 19 2914
3 48 2184
3 25 3134
3 10 2467
3 29 1099
3 22 1535
3 21 2994
3 41 655
3 6 3895
3 24 1907
3 31 26
3 13 2392
3 23 604
3 16 3048
3 20 525
3 4 3101
3 39 1051
3 8 3151
3 14 2666
3 7 1315
3 12 4144
3 35 2488
3 11 2381
3 5 4345
3 27 4196
3 43 4241
3 50 4092
3 45 4121
3 28 2275
3 32 454
3 37 3302
3 15 833
3 40 2337
3 47 2177
3 26 4040
3 2 4464
3 44 442
3 38 4046
3 42 525
3 18 1811
3 46 2877
3 30 2603
4 9 1179
4 43 3995
4 3 596
4 1 635
4 16 3656
4 6 1116
4 44 4235
4 23 2082
4 31 3470
4 20 2469
4 21 1244
4 41 2135
4 40 260
4 33 872
4 49 1360
4 12 3665
4 7 3457
4 28 4438
4 30 1894
4 13 4272
4 8 2893
4 25 1047
4 29 428
4 36 2237
4 26 4362
4 37 4225
4 35 3496
4 46 2217
4 32 2067
4 47 2301
4 10 3716
4 18 3294
4 5 74
4 14 376
4 15 1925
4 27 209
4 50 3899
4 38 2471
4 45 581
4 34 2645
4 39 2799
4 17 1791
4 19 2953
4 2 1462
4 42 3234
4 48 4364
4 22 1955
5 46 3366
5 41 1028
5 16 2132
5 29 3604
5 48 2997
5 50 1443
5 42 951
5 39 1688
5 26 2177
5 2 1968
5 10 3136
5 7 1201
5 25 984
5 34 3994
5 6 1434
5 1 2594
5 4 3070
5 32 2547
5 8 1642
5 37 3008
5 12 2040
5 3 422
5 40 1404
5 19 2862
5 47 4266
5 36 1907
5 18 4462
5 30 1036
5 9 687
5 14 2819
5 24 1709
5 44 862
5 23 3083
5 21 62
5 43 234
5 38 3272
5 49 2217
5 20 4468
5 45 4319
5 13 2480
5 27 4391
5 17 468
5 33 4226
5 11 3036
5 31 254
5 15 1214
5 28 3330
5 22 2137
6 18 2153
6 19 2837
6 9 988
6 49 1510
6 43 2697
6 3 3635
6 1 1060
6 50 4054
6 45 1591
6 41 1475
6 26 645
6 8 3805
6 39 99
6 23 78
6 16 959
6 38 1008
6 42 2045
6 25 1981
6 17 1301
6 24 3644
6 21 121
6 47 1892
6 30 1622
6 34 451
6 27 1655
6 29 3793
6 2 3963
6 20 2453
6 7 3759
6 4 2450
6 37 1854
6 15 1228
6 44 2137
6 28 1800
6 13 3306
6 31 1498
6 5 2487
6 32 119
6 10 657
6 40 2489
6 46 3731
6 11 454
6 22 77
6 33 4458
6 12 2706
6 36 3131
7 47 1043
7 26 2089
7 41 3938
7 37 281
7 22 3156
7 50 4030
7 24 4099
7 31 1424
7 16 2532
7 27 4224
7 18 1864
7 15 3751
7 44 1969
7 33 1130
7 32 689
7 48 2350
7 38 3690
7 13 155
7 19 1847
7 17 3664
7 21 953
7 35 1210
7 42 2367
7 9 1682
7 23 3692
7 28 1695
7 6 2809
7 14 94
7 10 374
7 30 2050
7 3 29
7 36 2493
7 12 944
7 46 4238
7 34 1253
7 43 3266
7 40 2610
7 8 847
7 2 633
7 20 44
7 25 33
7 45 3395
7 29 1751
8 28 3526
8 17 1721
8 49 3853
8 10 1957
8 20 4153
8 31 2445
8 42 821
8 27 1831
8 23 879
8 22 1609
8 21 2851
8 15 2509
8 39 470
8 26 3015
8 32 2462
8 5 2476
8 48 2796
8 30 80
8 40 4287
8 36 106
8 18 4206
8 19 2861
8 43 3916
8 4 623
8 11 4296
8 3 1764
8 29 2195
8 2 2361
8 35 3756
8 34 4287
8 46 1376
8 33 1984
8 14 3687
8 13 2090
8 16 3590
8 12 2592
8 9 466
8 24 2095
8 38 1219
8 37 16
8 6 4203
8 1 2376
8 50 3402
8 47 540
8 45 2836
8 44 1564
9 49 4006
9 41 2119
9 21 3170
9 19 3317
9 33 1054
9 23 988
9 6 3503
9 15 1010
9 3 112
9 4 1494
9 7 1424
9 39 1648
9 20 3287
9 24 3111
9 32 3995
9 47 3971
9 2 3133
9 27 905
9 25 1488
9 50 4384
9 12 2481
9 17 2452
9 44 3761
9 36 3980
9 14 3761
9 1 633
9 34 2562
9 42 4466
9 43 2521
9 22 2648
9 26 396
9 10 2428
9 30 4377
9 16 3981
9 18 2533
9 29 1325
9 5 2849
9 8 1109
9 11 583
9 31 373
9 13 1319
9 38 403
9 46 2107
9 40 1215
9 45 1944
9 35 3802
9 28 3728
10 19 686
10 9 2043
10 20 1326
10 47 4433
10 7 3608
10 12 1065
10 17 3913
10 45 3879
10 40 1706
10 30 1681
10 8 4243
10 37 4025
10 39 1703
10 43 4226
10 25 4327
10 31 3161
10 6 76
10 16 1114
10 5 1917
10 15 1883
10 1 3261
10 41 39
10 48 239
10 18 2811
10 22 3382
10 21 438
10 36 1228
10 38 2921
10 32 2010
10 14 381
10 46 36
10 44 2339
10 4 4424
10 50 1419
10 26 1760
10 42 692
10 33 3160
10 34 4375
10 29 2127
10 28 1569
10 35 4150
10 13 2765
10 27 799
10 2 1742
10 11 2229
11 33 1310
11 44 3906
11 43 2198
11 34 2209
11 45 2117
11 7 2447
11 39 4474
11 16 1556
11 25 3121
11 3 115
11 41 1523
11 21 2827
11 35 361
11 50 3099
11 4 330
11 5 587
11 13 984
11 36 4288
11 48 3867
11 20 505
11 29 161
11 22 545
11 9 4481
11 26 3695
11 28 1772
11 2 500
11 17 3003
11 32 2909
11 19 1336
11 49 3614
11 27 1747
11 40 1835
11 6 3324
11 1 2226
11 23 1966
11 42 3320
11 37 2940
11 18 422
11 30 1625
11 15 3036
11 46 4276
11 24 3916
11 14 1729
11 12 3021
11 47 699
11 38 2448
11 31 2902
12 26 3005
12 38 1089
12 20 2128
12 40 618
12 37 3453
12 46 3100
12 29 3922
12 45 1644
12 16 1349
12 9 899
12 1 1528
12 50 3702
12 7 3329
12 28 2035
12 15 1937
12 32 2440
12 14 2652
12 48 1144
12 25 30
12 34 4399
12 17 1629
12 39 742
12 43 202
12 22 2397
12 36 867
12 10 3859
12 6 662
12 11 3841
12 18 970
12 8 1764
12 13 4147
12 30 2532
12 41 3271
12 47 3516
12 23 4093
12 44 17
12 42 545
12 19 408
12 2 1004
12 3 3643
12 21 138
12 35 1340
12 5 2590
12 31 3212
12 27 4184
12 4 2261
13 34 2974
13 35 4310
13 12 920
13 37 3078
13 20 1129
13 28 4264
13 46 1786
13 16 1204
13 2 270
13 14 341
13 41 827
13 22 2589
13 49 1534
13 3 2367
13 26 1021
13 39 398
13 29 738
13 23 3543
13 17 2473
13 18 858
13 5 1188
13 9 1600
13 21 1403
13 36 2145
13 10 1771
13 30 895
13 24 2652
13 50 1545
13 43 3621
13 31 3461
13 38 4394
13 40 1452
13 15 3692
13 45 3635
13 42 4380
13 48 398
13 27 3329
13 19 1256
13 33 1449
13 44 2159
13 6 30
13 32 147
13 1 2924
13 25 3088
13 7 4159
13 8 2222
14 7 2464
14 34 383
14 41 3998
14 38 4038
14 5 287
14 47 2840
14 6 3160
14 39 3203
14 24 2227
14 28 3362
14 25 4489
14 35 1665
14 15 3064
14 22 2160
14 16 3908
14 27 1051
14 30 1277
14 21 3545
14 23 1083
14 36 3500
14 3 3654
14 48 4393
14 49 3188
14 13 3351
14 17 1885
14 42 2305
14 8 1290
14 29 1411
14 20 2419
14 33 2726
14 26 4249
14 46 399
14 40 4410
14 45 542
14 11 3172
14 19 1652
14 50 3805
14 1 1463
14 18 2242
14 10 1540
14 43 3647
14 9 234
14 31 4194
14 32 1885
14 4 1088
14 37 1692
14 2 2512
15 9 1955
15 19 4221
15 16 3423
15 32 1054
15 34 1844
15 18 3033
15 21 2417
15 25 682
15 5 138
15 28 1704
15 37 271
15 26 3139
15 24 3043
15 8 136
15 43 1738
15 6 334
15 38 2397
15 29 3496
15 35 2063
15 2 4259
15 42 1736
15 49 4185
15 41 3153
15 44 3669
15 46 183
15 30 2469
15 10 2867
15 27 628
15 14 332
15 50 34
15 4 1441
15 3 2109
15 36 819
15 31 1704
15 22 771
15 39 3353
15 48 480
15 20 1077
15 47 4045
15 13 2109
15 11 131
15 17 2999
15 45 1369
15 1 3432
15 33 2942
15 12 2099
15 7 2175
15 23 3504
15 40 3377
16 25 4346
16 1 3298
16 20 2040
16 7 1759
16 43 2995
16 34 34
16 45 2597
16 8 2271
16 28 3166
16 19 3592
16 13 1984
16 46 1056
16 22 1308
16 15 3775
16 14 3207
16 42 4356
16 48 2378
16 3 68
16 12 2187
16 26 2131
16 36 4298
16 5 4139
16 38 4173
16 17 2640
16 31 1899
16 10 351
16 39 3203
16 23 2884
16 41 2239
16 2 1867
16 40 183
16 32 637
16 4 4197
16 24 589
16 29 1720
16 49 618
16 6 3992
16 37 1964
16 35 2491
16 44 3242
16 9 2949
16 30 2033
16 27 1848
16 33 3637
16 50 1146
16 11 246
16 18 1619
16 21 2088
16 47 1938
17 3 2864
17 19 3943
17 11 442
17 9 2811
17 43 1112
17 27 2167
17 49 2004
17 35 3668
17 25 600
17 39 227
17 23 1980
17 15 770
17 33 2068
17 5 2590
17 37 786
17 12 2839
17 6 3792
17 22 2472
17 50 4102
17 32 977
17 36 1262
17 13 2733
17 41 2304
17 44 132
17 2 405
17 28 709
17 21 563
17 40 1865
17 4 3703
17 38 4114
17 7 4086
17 48 2031
17 8 1365
17 29 2355
17 31 3368
17 30 4273
17 20 1680
17 14 4092
17 18 1363
17 16 3202
17 47 3385
17 10 1360
17 46 2637
17 42 3482
17 26 2752
18 28 3242
18 25 150
18 35 1138
18 45 1557
18 44 3510
18 41 3492
18 32 2050
18 6 2283
18 8 4203
18 48 4051
18 11 4318
18 33 2106
18 12 4236
18 43 3719
18 23 3754
18 17 3045
18 31 3530
18 50 2553
18 40 1584
18 42 3941
18 22 2115
18 19 3415
18 29 4315
18 24 3850
18 7 186
18 13 1753
18 30 2456
18 9 3545
18 20 4053
18 4 3656
18 21 1261
18 39 3206
18 15 3786
18 36 3465
18 47 4360
18 2 3720
18 38 1465
18 37 202
18 27 1812
18 14 3898
18 10 1178
18 46 245
18 49 2779
18 34 3870
18 5 545
18 1 334
18 3 2921
18 16 1093
19 45 1045
19 27 3720
19 28 3774
19 22 763
19 37 1290
19 44 3411
19 32 4087
19 33 849
19 6 97
19 43 3002
19 13 1457
19 23 3523
19 40 2240
19 30 3300
19 29 3766
19 24 673
19 17 955
19 5 2446
19 48 1705
19 14 217
19 42 2825
19 21 3577
19 25 1999
19 4 3792
19 36 2088
19 46 1121
19 49 3866
19 8 3595
19 10 2034
19 41 2114
19 34 1729
19 47 128
19 38 4156
19 20 1148
19 2 3641
19 15 2329
19 11 1215
19 1 574
19 18 1892
19 35 1811
19 7 2453
19 31 222
19 9 3805
19 39 2216
19 12 3114
19 16 1081
19 3 1561
19 26 3576
20 24 4268
20 49 2166
20 31 898
20 11 4444
20 35 1046
20 7 823
20 36 1432
20 5 827
20 17 97
20 29 327
20 6 3256
20 48 2240
20 15 708
20 43 824
20 42 2719
20 40 2128
20 25 910
20 37 600
20 10 98
20 44 128
20 12 2308
20 14 836
20 47 1237
20 9 1612
20 30 1060
20 3 1458
20 34 934
20 23 3128
20 18 3942
20 8 4191
20 2 2867
20 13 2097
20 50 1427
20 28 3469
20 4 1997
20 26 3339
20 45 1753
20 19 235
20 21 2707
20 38 2093
20 32 174
20 41 926
20 39 2080
20 46 2433
21 33 4422
21 50 817
21 39 1406
21 49 752
21 46 570
21 11 1656
21 4 2915
21 2 2095
21 27 3234
21 24 484
21 34 880
21 48 2843
21 28 2394
21 29 1139
21 12 1693
21 1 3421
21 31 3045
21 20 819
21 44 4094
21 36 1003
21 45 3138
21 47 1478
21 18 3658
21 7 3650
21 40 4246
21 22 2112
21 3 2436
21 5 4256
21 30 3023
21 13 1900
21 6 786
21 32 3037
21 17 3226
21 15 3127
21 38 2286
21 26 3023
21 37 288
21 16 246
21 42 3015
21 19 3646
21 35 4211
21 23 3822
22 38 3053
22 15 2591
22 23 2232
22 25 1597
22 2 1837
22 20 4307
22 46 2167
22 28 1101
22 34 1094
22 29 799
22 41 520
22 21 4202
22 3 1589
22 7 2987
22 11 3915
22 10 3862
22 9 367
22 44 4325
22 1 3248
22 32 3923
22 14 282
22 37 3548
22 4 3601
22 27 4264
22 16 4008
22 24 1681
22 31 1291
22 18 677
22 8 2627
22 19 521
22 50 3946
22 12 321
22 33 3836
22 45 1263
22 26 1364
22 30 207
22 49 1142
22 17 687
22 13 4291
22 5 2854
22 36 748
22 47 3856
22 39 377
22 35 2260
23 48 109
23 7 2478
23 36 1566
23 21 2391
23 4 3987
23 29 1177
23 20 457
23 46 898
23 45 3377
23 12 2839
23 26 1993
23 25 1773
23 19 3525
23 24 3562
23 35 1779
23 30 114
23 34 1922
23 41 3239
23 47 2307
23 18 2426
23 3 3010
23 10 914
23 22 2431
23 27 1490
23 40 3667
23 5 443
23 32 1497
23 38 3216
23 15 804
23 33 867
23 37 2807
23 49 3230
23 6 2621
23 43 116
23 42 1703
23 50 3653
23 31 2999
23 17 4003
23 9 183
23 39 2211
23 44 759
23 2 2191
23 28 2198
23 14 1444
23 13 2348
23 16 2569
23 1 4271
24 42 2566
24 11 2621
24 4 312
24 15 3477
24 39 3399
24 40 3364
24 41 1344
24 43 1682
24 25 1735
24 30 1943
24 12 1653
24 50 1553
24 45 242
24 9 1048
24 3 1721
24 47 1913
24 6 2641
24 16 2556
24 13 2316
24 28 4385
24 26 1137
24 8 899
24 23 987
24 36 1289
24 7 3183
24 21 3574
24 49 4115
24 22 4388
24 34 1807
24 19 1367
24 27 2507
24 35 1115
24 32 2469
24 33 3801
24 1 1715
24 2 1537
24 20 3024
24 18 242
24 44 1226
24 29 2642
24 5 526
24 31 4358
24 14 2461
24 37 1034
24 38 1149
24 48 4450
24 10 1336
24 46 1399
25 36 2840
25 2 3428
25 16 4402
25 8 3963
25 42 403
25 45 1346
25 23 1097
25 24 134
25 28 510
25 3 2524
25 33 1086
25 41 1215
25 30 2019
25 38 1846
25 18 2075
25 9 3386
25 34 2162
25 10 4308
25 44 1422
25 1 4468
25 12 1214
25 32 3508
25 39 2720
25 22 3298
25 48 2113
25 31 1867
25 43 886
25 11 4478
25 19 3862
25 6 1864
25 47 2272
25 13 4114
25 17 664
25 27 3607
25 46 1029
25 20 347
25 35 2260
25 7 2651
25 15 1001
25 4 1812
25 29 445
25 21 3910
25 26 4298
25 49 3785
25 50 701
25 5 3282
25 37 1496
26 43 3642
26 18 829
26 12 3486
26 20 1421
26 9 1273
26 37 4424
26 2 115
26 10 3011
26 27 3949
26 36 4071
26 42 1669
26 4 177
26 50 3107
26 13 753
26 25 4375
26 47 1059
26 30 4226
26 44 4363
26 39 625
26 28 2812
26 11 3775
26 31 661
26 34 4439
26 17 2501
26 45 2194
26 6 4180
26 46 1626
26 16 3987
26 41 3816
26 29 2368
26 33 1816
26 8 1708
26 21 2424
26 14 3851
26 49 2222
26 38 1630
26 40 1064
26 48 1645
26 1 2755
26 23 225
26 7 3826
26 5 1094
26 32 3869
26 3 2919
27 42 2165
27 1 1521
27 45 3737
27 38 3362
27 6 293
27 49 560
27 11 1817
27 47 2059
27 21 2857
27 18 2543
27 37 1752
27 22 1769
27 17 3073
27 29 305
27 30 2622
27 33 2749
27 2 121
27 41 2295
27 5 108
27 34 3936
27 50 1675
27 35 3
27 39 3790
27 8 2573
27 14 1014
27 13 747
27 16 2353
27 25 386
27 10 2002
27 32 3424
27 4 3891
27 12 3042
27 31 2338
27 48 4054
27 36 2489
27 26 1778
27 15 2122
27 44 2748
27 24 4128
27 40 4279
27 28 3091
27 3 3947
27 9 2645
27 46 3136
28 44 3696
28 2 2030
28 8 3148
28 47 3641
28 38 4000
28 14 3893
28 13 535
28 19 3564
28 5 3851
28 23 3419
28 7 3384
28 41 1793
28 24 741
28 15 4354
28 39 2595
28 40 1742
28 37 765
28 49 1382
28 6 1212
28 42 193
28 1 1942
28 20 4083
28 10 217
28 11 3794
28 3 858
28 18 1328
28 48 1011
28 9 194
28 4 835
28 12 4277
28 30 1470
28 45 1155
28 16 670
28 26 1636
28 17 3865
28 46 3237
28 33 3739
28 36 1364
28 21 1311
28 35 622
28 32 3574
28 29 2655
28 27 3112
28 25 4051
28 50 382
28 22 2800
28 31 1821
29 17 2378
29 20 1756
29 48 3116
29 32 1658
29 5 4090
29 23 852
29 11 2487
29 40 2056
29 37 2289
29 8 845
29 25 511
29 38 3722
29 36 488
29 6 4219
29 21 1600
29 7 887
29 31 4064
29 43 3954
29 44 477
29 34 1148
29 46 4191
29 35 224
29 16 1210
29 47 301
29 1 531
29 33 4050
29 10 630
29 18 1623
29 4 3331
29 45 1512
29 14 4314
29 9 45
29 27 4355
29 41 1718
29 26 1422
29 28 1623
29 15 2973
29 30 4446
29 19 651
29 50 3674
29 13 1874
29 22 2643
29 24 2911
29 3 1116
29 42 3285
30 46 2806
30 37 1108
30 20 488
30 35 1299
30 4 1463
30 19 1112
30 27 78
30 12 2069
30 26 3578
30 38 3770
30 25 348
30 23 798
30 45 1481
30 31 1404
30 16 3262
30 17 517
30 2 3736
30 33 2985
30 40 1359
30 22 716
30 24 3785
30 8 4186
30 13 3783
30 7 4451
30 41 131
30 6 1296
30 21 4279
30 14 162
30 36 1811
30 18 3255
30 1 1971
30 15 800
30 50 360
30 11 1046
30 5 3459
30 10 1053
30 29 222
30 28 2004
30 48 606
30 43 3078
30 47 4382
30 3 3123
30 9 2290
30 34 3594
30 32 622
30 42 2215
31 40 4438
31 37 4063
31 24 2183
31 23 2837
31 50 2002
31 35 660
31 21 2959
31 48 3547
31 4 706
31 25 1178
31 12 887
31 10 710
31 8 2238
31 47 1294
31 29 2840
31 15 1632
31 6 2654
31 2 603
31 30 3799
31 16 2678
31 22 2395
31 32 2283
31 34 781
31 3 4398
31 13 4276
31 26 4164
31 17 1124
31 39 1239
31 5 4329
31 33 1834
31 38 3082
31 46 1197
31 45 884
31 44 597
31 9 895
31 7 606
31 11 3257
31 19 734
31 49 2706
31 18 4373
31 28 2317
31 14 14
31 1 3686
31 43 3083
31 36 1089
31 42 3392
32 36 2932
32 7 1517
32 18 2767
32 14 872
32 12 1407
32 27 3192
32 23 383
32 35 1679
32 8 2189
32 19 368
32 39 759
32 45 4140
32 34 18
32 11 2943
32 24 4000
32 16 1
32 28 2823
32 10 2818
32 43 806
32 22 1947
32 38 300
32 4 1669
32 30 3103
32 31 4378
32 25 2353
32 17 2520
32 29 3779
32 20 1848
32 13 3413
32 6 1887
32 41 2346
32 44 1963
32 2 1887
32 50 1507
32 21 1866
32 46 3935
32 42 2784
32 33 2126
32 47 3439
32 49 1119
32 40 337
32 48 3072
32 37 1909
32 3 2066
32 15 4448
33 2 4482
33 13 3913
33 32 1407
33 8 571
33 40 4043
33 1 2369
33 11 2466
33 45 4372
33 10 717
33 30 729
33 34 1325
33 50 4229
33 12 2751
33 31 4483
33 38 725
33 16 2811
33 18 906
33 43 2691
33 9 1023
33 44 4470
33 6 130
33 21 2928
33 46 3992
33 4 2925
33 39 2517
33 48 1120
33 47 4073
33 27 905
33 20 2019
33 37 2247
33 28 1099
33 35 353
33 14 4434
33 25 4458
33 22 988
33 49 3366
33 19 2245
33 7 4378
33 41 3370
33 29 2967
33 26 10
33 3 4313
33 23 3241
33 42 1919
33 17 3329
33 36 706
33 5 1463
34 38 2689
34 25 819
34 17 3409
34 36 2456
34 32 1277
34 41 3863
34 14 1468
34 2 4054
34 21 249
34 27 3380
34 29 1958
34 43 3600
34 20 2403
34 37 3940
34 39 4319
34 24 1040
34 5 350
34 4 4256
34 33 2215
34 13 2156
34 12 1
34 8 174
34 9 2442
34 35 1498
34 45 1445
34 49 2520
34 26 657
34 47 3981
34 22 3857
34 42 3588
34 15 3003
34 23 2668
34 19 2440
34 30 509
34 46 4122
34 50 2155
34 40 2665
34 31 4079
34 16 4251
34 6 336
34 48 1586
34 10 2176
34 7 2756
34 28 2468
34 18 3069
34 1 2533
34 11 2887
35 28 2444
35 4 1266
35 39 4373
35 9 1485
35 32 737
35 1 2992
35 33 177
35 38 2036
35 15 1036
35 14 2220
35 46 444
35 29 891
35 12 1030
35 22 3342
35 42 2721
35 48 2449
35 49 1450
35 26 3412
35 41 4488
35 20 180
35 37 184
35 43 2404
35 6 3686
35 30 184
35 47 1340
35 40 3337
35 13 2537
35 8 2677
35 17 1642
35 3 78
35 25 2568
35 7 4356
35 19 4367
35 44 884
35 21 2666
35 2 3589
35 27 1959
35 10 1070
35 36 738
35 18 2730
35 23 2980
35 34 1837
35 31 1015
35 11 1088
35 45 2973
35 16 826
35 24 985
35 5 4246
35 50 3974
36 10 640
36 45 2145
36 32 4379
36 25 2153
36 46 3230
36 39 13
36 42 3755
36 2 2391
36 24 1630
36 11 3451
36 48 1906
36 28 694
36 37 1340
36 6 3622
36 5 636
36 44 305
36 41 1548
36 9 3358
36 18 1170
36 30 3350
36 12 4024
36 27 2584
36 19 1355
36 15 3951
36 29 3055
36 1 2476
36 34 2536
36 7 4121
36 8 2345
36 40 1030
36 38 390
36 16 829
36 4 407
36 49 3010
36 47 4297
36 50 779
36 13 2645
36 21 2853
36 26 2232
36 33 806
36 35 3464
36 43 1929
36 20 2510
36 23 3122
36 14 2163
36 17 3833
36 3 156
37 22 982
37 46 1072
37 8 3979
37 15 3705
37 6 127
37 21 4100
37 11 2454
37 20 372
37 16 434
37 28 1328
37 29 3277
37 25 1452
37 34 606
37 7 4371
37 45 2505
37 49 2264
37 43 3611
37 23 1981
37 1 1648
37 4 2244
37 3 1220
37 41 2260
37 38 405
37 33 3713
37 19 1448
37 26 989
37 17 2423
37 40 2872
37 47 1526
37 50 3037
37 12 3595
37 24 3722
37 27 241
37 14 3624
37 10 2508
37 44 2723
37 42 2058
37 18 419
37 5 2411
37 35 3722
37 32 3339
37 31 3080
37 39 1311
37 2 3108
37 9 1876
37 48 1428
37 36 3400
38 45 1820
38 26 2255
38 49 2717
38 34 920
38 46 1364
38 29 798
38 31 1587
38 36 3229
38 3 4154
38 25 2811
38 22 722
38 23 591
38 42 4270
38 21 3094
38 2 2374
38 48 1640
38 44 2046
38 5 2768
38 14 1108
38 6 1866
38 24 4374
38 50 2451
38 15 2525
38 28 689
38 17 3708
38 39 639
38 4 3002
38 1 55
38 40 575
38 41 4189
38 9 2144
38 30 3993
38 12 2302
38 43 2516
38 11 819
38 35 1849
38 16 732
38 27 3672
38 20 1087
38 13 3669
38 19 81
38 7 4002
39 17 3675
39 8 2607
39 5 3138
39 46 4459
39 27 2912
39 44 2056
39 2 1030
39 25 3143
39 37 1006
39 9 493
39 14 506
39 42 2758
39 18 2967
39 50 3785
39 13 2245
39 29 3617
39 7 30
39 26 2299
39 43 930
39 45 2727
39 3 4260
39 49 4100
39 41 268
39 12 183
39 10 4212
39 24 4131
39 20 987
39 16 2225
39 30 963
39 4 2963
39 1 4245
39 35 486
39 38 1320
39 15 567
39 11 795
39 22 765
39 32 2167
39 34 809
39 21 568
39 31 2695
39 6 941
