50 2300
1 34 1927
1 30 2842
1 33 1055
1 15 2844
1 25 3058
1 37 3410
1 4 139
1 36 3675
1 13 4049
1 18 3629
1 41 106
1 3 3208
1 8 3324
1 5 3466
1 27 4126
1 38 1420
1 43 491
1 16 4366
1 19 1836
1 17 1945
1 7 87
1 28 3642
1 20 546
1 32 1049
1 46 3119
1 31 1644
1 12 4040
1 48 2352
1 9 303
1 49 3403
1 50 1403
1 40 2621
1 24 4199
1 44 2584
1 35 683
1 29 151
1 39 492
1 6 3205
1 47 435
1 42 1945
1 26 2567
1 45 431
1 21 1478
1 23 3995
1 2 274
1 11 4161
1 22 126
2 41 554
2 34 223
2 15 1333
2 27 239
2 12 2648
2 18 381
2 40 3935
2 49 4338
2 45 3388
2 47 2792
2 37 2188
2 1 3153
2 19 3929
2 32 3446
2 38 2801
2 42 2539
2 4 4407
2 44 3064
2 14 236
2 9 3731
2 10 3900
2 17 1957
2 43 2535
2 7 2687
2 33 4393
2 13 2733
2 39 2510
2 30 4422
2 31 4351
2 21 3063
2 6 4127
2 3 2410
2 16 4372
2 22 756
2 26 1862
2 36 1848
2 28 4031
2 48 1862
2 11 1166
2 20 2801
2 25 1833
2 35 1597
2 24 3059
2 5 1474
2 29 3295
2 50 1569
2 8 1330
3 17 1116
3 42 1906
3 50 3968
3 1 2417
3 24 3568
3 48 3026
3 47 490
3 8 3032
3 37 2076
3 49 3483
3 5 4178
3 25 1588
3 36 2786
3 16 2216
3 34 2093
3 2 2747
3 39 3303
3 41 3041
3 30 2835
3 38 3329
3 9 3205
3 40 1232
3 45 1589
3 31 4402
3 46 2846
3 32 4265
3 35 839
3 15 371
3 4 1496
3 18 392
3 23 4070
3 27 1383
3 13 3480
3 14 237
3 26 2743
3 44 1372
3 6 3706
3 33 3618
3 12 3694
3 21 3131
3 22 112
3 20 1823
3 10 422
3 28 2710
3 11 3833
3 19 532
3 43 3643
3 7 764
4 8 437
4 40 3808
4 34 1980
4 19 3682
4 49 4010
4 43 3990
4 17 3697
4 21 1035
4 20 4141
4 36 2004
4 46 3407
4 9 1595
4 15 3347
4 24 277
4 27 4400
4 14 4042
4 18 2783
4 41 209
4 28 2863
4 39 1689
4 42 3609
4 50 1187
4 44 1017
4 47 4077
4 26 99
4 25 3490
4 38 2585
4 29 3006
4 1 1415
4 16 1045
4 32 3481
4 2 786
4 23 3280
4 6 3525
4 10 1990
4 48 4046
4 45 2757
4 5 3101
4 22 2411
4 35 2883
4 7 1770
4 3 2324
5 43 489
5 25 1806
5 4 2580
5 21 2539
5 37 935
5 6 2746
5 12 3426
5 47 2550
5 9 58
5 35 2062
5 41 1671
5 48 1958
5 16 3254
5 17 4377
5 19 1239
5 36 3718
5 46 2047
5 49 3354
5 2 2567
5 40 473
5 24 2109
5 50 432
5 15 2969
5 38 1331
5 22 1073
5 42 320
5 18 948
5 26 491
5 28 1946
5 13 1199
5 33 572
5 11 2800
5 14 2421
5 45 3157
5 3 4441
5 23 3216
5 8 1380
5 1 2761
5 27 3725
5 32 2441
5 31 414
5 10 300
5 20 3841
5 39 3429
6 36 4225
6 46 1248
6 9 4481
6 39 481
6 50 2954
6 47 855
6 3 2469
6 43 2881
6 40 3849
6 19 1684
6 18 2202
6 23 3848
6 28 4487
6 21 1943
6 11 1380
6 49 261
6 45 3170
6 32 3801
6 17 1327
6 16 2502
6 5 578
6 13 2469
6 42 3423
6 4 153
6 31 2609
6 20 404
6 37 2235
6 38 2480
6 10 1441
6 41 4270
6 35 4216
6 7 3590
6 22 852
6 44 4491
6 25 3743
6 30 850
6 48 4259
6 1 2568
6 33 3014
6 8 585
6 15 3177
6 34 988
6 26 2235
6 24 2203
6 29 3634
6 14 3290
6 27 3284
7 24 1531
7 29 162
7 20 3060
7 19 4226
7 33 1710
7 35 3377
7 32 3367
7 14 3981
7 41 1465
7 44 2631
7 15 2004
7 28 2222
7 16 1058
7 11 172
7 45 1025
7 49 1542
7 34 32
7 30 4163
7 12 2633
7 21 3918
7 13 2682
7 48 3269
7 18 2754
7 43 2332
7 36 1475
7 23 3568
7 50 1639
7 1 3206
7 47 1478
7 39 1427
7 26 546
7 40 4448
7 10 2561
7 2 1060
7 5 3033
7 31 2632
7 27 2414
7 4 4160
7 42 729
7 17 948
7 9 529
7 25 780
7 37 4433
7 3 1607
8 24 1881
8 5 3820
8 46 3652
8 47 2564
8 50 2893
8 13 1208
8 36 804
8 30 2228
8 16 1487
8 17 4063
8 12 2213
8 25 1256
8 2 4006
8 23 1910
8 28 3383
8 6 754
8 38 3297
8 18 4021
8 31 346
8 22 411
8 26 3947
8 40 4177
8 10 3931
8 20 3317
8 44 1580
8 27 1251
8 3 3977
8 14 3353
8 11 2887
8 15 3926
8 49 1411
8 43 4172
8 1 3409
8 37 1290
8 9 3731
8 41 2536
8 4 3852
8 34 2114
8 48 4145
8 19 1863
8 39 1522
8 45 3922
8 7 3086
8 32 1959
8 35 1249
9 11 2737
9 46 3459
9 18 3747
9 50 2970
9 47 895
9 33 2050
9 32 4323
9 30 1179
9 15 3132
9 25 1708
9 20 1247
9 24 4415
9 40 896
9 27 161
9 17 3686
9 13 1372
9 21 198
9 34 360
9 37 3371
9 4 2789
9 42 3367
9 29 3420
9 12 203
9 7 1428
9 31 3420
9 1 1899
9 35 1572
9 8 3581
9 10 997
9 28 431
9 39 8
9 44 991
9 43 1388
9 41 3935
9 36 3404
9 38 2426
9 45 303
9 14 2571
9 23 2065
9 6 4152
9 19 1637
9 5 2679
9 22 4435
9 48 3228
9 26 27
10 17 252
10 12 3430
10 29 1929
10 7 1429
10 41 1839
10 15 311
10 5 2351
10 21 4055
10 22 2827
10 34 1287
10 37 3743
10 2 3133
10 36 2950
10 47 2962
10 14 2600
10 28 1432
10 50 1159
10 45 3948
10 13 2676
10 4 89
10 27 1334
10 1 711
10 11 151
10 26 502
10 39 821
10 20 2032
10 32 978
10 25 3878
10 43 1591
10 38 1349
10 9 909
10 35 2550
10 31 2550
10 18 3138
10 6 1110
10 19 1380
10 16 4481
10 8 419
10 24 4215
10 44 2731
10 46 1517
10 48 1414
10 3 3529
10 30 4128
10 40 3245
10 49 2970
10 23 2182
10 42 1814
11 14 1999
11 35 654
11 45 1575
11 5 3169
11 9 3593
11 18 936
11 20 1708
11 24 699
11 34 833
11 44 2101
11 48 3640
11 50 538
11 49 1092
11 27 2643
11 22 2684
11 47 2297
11 2 88
11 30 2205
11 37 2912
11 4 3516
11 40 3872
11 33 2680
11 38 3565
11 43 336
11 3 2615
11 23 3387
11 29 4229
11 32 3607
11 41 2250
11 13 402
11 15 2559
11 31 3966
11 39 2524
11 7 2690
11 26 951
11 25 1259
11 8 2438
11 16 986
11 10 418
11 42 455
11 46 396
11 6 1555
11 17 2900
11 1 1596
11 12 2183
11 19 702
11 36 201
12 32 4448
12 6 11
12 31 427
12 9 4120
12 36 4104
12 48 4014
12 45 3877
12 49 3949
12 26 4058
12 19 2754
12 8 3820
12 47 907
12 39 3662
12 2 447
12 3 2044
12 42 1788
12 15 3038
12 1 3731
12 43 4102
12 17 913
12 37 3082
12 44 3414
12 30 289
12 5 1649
12 21 613
12 14 3773
12 13 2426
12 28 3404
12 33 3330
12 4 930
12 34 3799
12 18 505
12 41 2677
12 25 148
12 11 2560
12 22 1569
12 24 1449
12 10 3816
12 50 1963
12 27 115
12 46 3251
12 7 3353
12 20 1616
12 35 2813
12 40 2336
12 38 4376
12 16 4174
12 29 2015
13 43 3013
13 17 2092
13 11 3830
13 7 4099
13 31 4092
13 26 2481
13 27 3607
13 45 3190
13 42 2622
13 22 3047
13 39 4265
13 10 1159
13 3 3315
13 23 1142
13 8 3302
13 20 4062
13 21 774
13 48 1841
13 30 917
13 33 259
13 35 184
13 41 3149
13 24 1739
13 49 1246
13 46 631
13 47 4100
13 1 3107
13 2 2790
13 28 567
13 44 2732
13 4 2963
13 18 3691
13 32 3156
13 50 4405
13 12 4318
13 34 3402
13 37 1646
13 16 2981
13 29 2519
13 40 1526
13 19 4034
13 15 4492
13 25 3612
13 14 1919
13 38 2892
13 36 2501
14 38 1015
14 42 94
14 28 536
14 6 3250
14 35 3409
14 31 1119
14 47 368
14 17 1158
14 39 144
14 13 2116
14 41 2350
14 26 1087
14 48 1321
14 1 2881
14 16 2745
14 50 3393
14 8 1108
14 33 2168
14 34 1042
14 44 3125
14 30 4134
14 10 805
14 19 1670
14 22 3110
14 23 2120
14 46 978
14 45 2261
14 32 1036
14 36 775
14 20 1638
14 11 1496
14 7 2318
14 49 2425
14 9 4065
14 18 2699
14 21 3272
14 2 299
14 12 2642
14 43 2401
14 5 174
14 37 1189
14 29 1412
14 3 3150
14 25 576
14 15 2
14 24 1952
15 3 2981
15 36 1959
15 43 4457
