50 2300
1 38 1437
1 12 1027
1 49 826
1 46 2199
1 42 436
1 40 1591
1 14 3384
1 24 2002
1 36 2024
1 8 3866
1 34 3136
1 19 3148
1 7 1370
1 23 441
1 37 1962
1 22 1723
1 18 1712
1 41 1572
1 25 2765
1 48 2290
1 31 1674
1 21 257
1 50 1458
1 43 1027
1 5 3772
1 33 3054
1 47 4152
1 35 342
1 16 808
1 27 281
1 30 4325
1 32 208
1 20 3364
1 10 102
1 4 4018
1 13 1716
1 45 2916
1 26 2685
1 11 1365
1 9 1053
1 15 1170
1 44 1769
1 28 2120
1 3 1320
1 29 4442
1 2 3331
2 8 3854
2 28 1040
2 25 705
2 18 3199
2 26 3196
2 41 2079
2 44 243
2 7 124
2 20 1074
2 40 3166
2 24 1019
2 13 3371
2 9 701
2 6 226
2 34 3996
2 38 1694
2 32 3097
2 15 224
2 17 3608
2 5 390
2 22 902
2 33 732
2 36 1687
2 30 2428
2 35 3152
2 37 347
2 10 1161
2 49 3382
2 14 3554
2 48 3198
2 42 3677
2 23 3928
2 16 2413
2 29 2306
2 1 4334
2 4 2768
2 50 3204
2 27 4055
2 39 3992
2 3 120
2 47 2266
2 11 4144
2 45 1456
2 43 1187
2 21 1502
2 46 773
3 49 1333
3 50 3708
3 36 108
3 6 2013
3 5 4146
3 22 2422
3 32 3759
3 1 4416
3 17 2016
3 41 3599
3 44 2818
3 14 3740
3 15 987
3 39 1831
3 12 1174
3 24 3697
3 29 2899
3 2 3359
3 16 2187
3 18 671
3 30 3217
3 13 3503
3 34 2943
3 31 3688
3 48 3416
3 47 574
3 20 2447
3 7 2171
3 26 1810
3 21 107
3 45 2504
3 4 824
3 19 3141
3 33 3264
3 35 846
3 25 1489
3 28 1018
3 9 885
3 8 1062
3 46 3376
3 42 2415
3 27 1097
3 37 4138
3 23 3247
3 40 530
3 38 2719
3 43 4419
4 42 3247
4 33 479
4 43 1243
4 28 3411
4 25 1299
4 31 517
4 34 78
4 10 2587
4 46 3199
4 29 1484
4 39 1397
4 11 2080
4 5 206
4 12 328
4 1 4160
4 37 3353
4 47 2687
4 48 1994
4 27 1574
4 15 3183
4 50 814
4 24 2001
4 16 3445
4 7 2389
4 38 2844
4 45 3933
4 8 2285
4 2 1550
4 35 814
4 20 573
4 32 3631
4 13 67
