50 2300
1 25 2634
1 14 1729
1 26 3859
1 7 399
1 17 1112
1 3 2351
1 13 4151
1 46 2372
1 12 1794
1 24 2653
1 48 3599
1 29 969
1 33 529
1 42 2858
1 30 355
1 21 2317
1 22 1668
1 41 753
1 4 3196
1 5 1242
1 37 943
1 16 4475
1 44 1751
1 23 218
1 43 2449
1 36 2936
1 32 1999
1 45 310
1 10 2269
1 2 4401
1 19 3096
1 18 4301
1 50 2190
1 31 3267
1 11 2000
1 9 4141
1 8 2355
1 20 3168
1 28 2562
1 39 2301
1 49 2568
1 27 1561
1 15 680
1 40 845
1 35 3415
1 47 4432
2 15 1669
2 41 4356
2 7 3546
2 49 4271
2 3 1796
2 39 4231
2 28 94
2 48 2444
2 21 2976
2 17 3098
2 31 2393
2 20 2058
2 47 1817
2 33 2247
2 11 2946
2 42 2759
2 26 2753
2 23 4388
2 4 830
2 29 4027
2 50 2889
2 32 3978
2 44 1255
2 24 1576
2 35 3586
2 5 3934
2 38 2529
2 1 178
2 30 2001
2 19 3793
2 16 2220
2 22 3288
2 10 3079
2 8 121
2 6 3538
2 9 144
2 27 3888
2 13 884
2 25 691
2 12 1062
2 40 2124
2 37 800
2 43 3695
2 18 3324
3 41 1887
3 18 2616
3 16 2895
3 45 2440
3 40 3372
3 39 2147
3 7 32
3 22 2700
3 6 2189
3 9 1224
3 38 2806
3 28 561
3 46 3074
3 24 824
3 13 3044
3 34 2505
3 14 4263
3 37 2771
3 20 3135
3 11 3934
3 32 34
3 35 1857
3 5 1554
3 12 29
3 33 88
3 25 3150
3 31 3217
3 4 3244
3 50 3987
3 47 243
3 23 1282
3 27 2867
3 1 2530
3 43 1510
3 8 2314
3 15 237
3 17 944
3 2 1297
3 21 616
3 30 2895
3 44 751
3 36 231
3 10 2328
3 49 2132
3 26 1838
3 19 3411
4 33 4003
4 6 3148
4 27 3593
4 43 481
4 16 502
4 7 2568
4 38 392
4 46 1978
4 12 3720
4 49 2819
4 2 2702
4 44 1132
4 19 4321
4 21 3380
4 17 3665
4 14 2646
4 50 3849
4 41 3354
4 22 4412
4 42 2734
4 15 3256
4 8 4045
4 48 3811
4 32 3597
4 31 3565
4 5 1986
4 40 4059
4 9 1129
4 20 237
4 37 3585
4 28 3089
4 47 3663
4 29 4471
4 30 505
4 26 2694
4 25 2947
4 11 335
4 3 1094
4 18 1872
4 34 3216
4 13 407
4 24 744
4 45 2715
4 36 4417
4 10 2292
4 1 2216
4 23 2645
5 2 17
5 34 1963
5 16 4339
5 24 643
5 18 3717
5 36 1355
5 14 98
5 48 644
5 15 888
5 41 3297
5 39 1360
5 7 4092
5 37 3679
5 23 3507
5 32 392
5 28 2323
5 3 2586
5 12 1190
5 45 417
5 43 1769
5 22 4289
5 47 4340
5 1 3349
5 33 74
5 10 3771
5 50 2833
5 27 2061
5 35 315
5 26 1170
5 44 4486
5 38 1400
5 21 1873
5 40 844
5 13 3678
5 20 521
5 17 3454
5 29 4192
5 19 451
5 9 20
5 25 3210
5 6 3015
5 11 3670
5 8 3126
5 4 3971
5 42 3279
5 31 2245
6 46 1397
6 45 3427
6 28 3527
6 29 1089
6 40 16
6 13 1610
6 14 3488
6 25 4122
6 31 697
6 8 109
6 10 4342
6 50 1216
6 5 2436
6 30 4437
6 9 804
6 21 4459
6 47 1930
6 24 4153
6 35 146
6 38 1117
6 49 923
6 41 3499
6 17 2662
6 4 3103
6 23 1734
6 37 2683
6 12 3008
6 42 2181
6 15 2344
6 33 2067
6 44 2861
6 16 3884
6 7 2285
6 18 2266
6 27 2256
6 48 4206
6 22 1675
6 19 4357
6 1 55
6 26 1195
6 11 1044
6 32 564
6 34 1107
6 2 874
6 43 786
7 43 4316
7 31 243
7 1 921
7 11 1569
7 42 413
7 10 1030
7 37 1459
7 39 4385
7 30 415
7 15 906
7 44 2277
7 49 1751
7 14 2658
7 5 1446
7 40 3757
7 36 1261
7 34 2729
7 12 1742
7 2 2261
7 28 311
7 50 780
7 13 2104
7 41 428
7 21 4476
7 47 3997
7 38 2612
7 16 3027
7 17 1843
7 27 2444
7 8 712
7 24 2629
7 22 2489
7 3 1937
7 4 2021
7 6 2996
7 20 419
7 45 2874
7 18 4079
7 32 4435
7 9 3711
7 29 3340
7 26 3389
7 23 1837
7 35 2716
7 19 3116
7 33 3036
8 22 3451
8 23 1626
8 44 2072
8 33 780
8 34 1257
8 7 2958
8 14 2153
8 16 4130
8 32 2995
8 10 4181
8 26 1958
8 48 4492
8 43 4149
8 45 1570
8 15 169
8 47 3408
8 19 1033
8 35 1656
8 29 3890
8 36 1995
8 41 3405
8 38 4014
8 12 548
8 24 3578
8 49 1252
8 2 4469
8 40 464
8 37 250
8 28 2688
8 30 428
8 18 3880
8 5 4133
8 46 1119
8 42 881
8 3 4181
8 20 3530
8 50 4418
8 11 2027
8 21 1942
8 31 2219
8 1 1206
8 27 1221
8 9 193
8 4 3799
8 13 605
8 39 2953
9 35 1321
9 21 2119
9 1 1470
9 41 3981
9 49 1820
9 27 921
9 14 2802
9 12 2873
9 22 182
9 40 419
9 4 1003
9 29 3361
9 16 3817
9 20 3598
9 24 3522
9 48 965
9 34 2947
9 3 4127
9 50 1553
9 26 1369
9 10 2766
9 47 1539
9 43 123
9 30 2174
9 11 153
9 17 2373
9 23 3168
9 46 3582
9 39 2914
9 42 4009
9 18 1783
9 2 804
9 36 4217
9 44 3270
9 19 2617
9 33 1417
9 32 770
9 13 2397
9 31 1181
9 7 2718
9 38 2563
9 15 3277
9 45 4460
9 28 1052
9 8 2627
9 25 4217
9 37 2249
9 6 3220
10 16 1434
10 3 2990
10 35 3265
10 46 3923
10 9 4232
10 48 1797
10 37 3161
10 26 1296
10 40 393
10 15 796
10 14 2641
10 25 3139
10 41 1847
10 43 3278
10 6 1007
10 36 2024
10 21 280
10 29 2050
10 2 3668
10 1 2367
10 8 2092
10 27 739
10 18 514
10 7 1318
10 17 848
10 39 29
10 5 142
10 45 3457
10 4 1853
10 44 1538
10 22 1264
10 34 2523
10 49 478
10 24 2347
10 12 804
10 38 2109
10 20 3545
10 11 3073
10 28 3513
10 47 2899
10 50 1292
10 23 228
10 31 2700
10 30 3262
11 35 2625
11 39 515
11 46 2207
11 49 518
11 3 1785
11 7 676
11 19 1055
11 47 3037
11 20 3132
11 16 2652
11 26 1287
11 22 1756
11 5 2856
11 2 3459
11 31 412
11 4 2412
11 24 2433
11 21 4366
11 12 1719
11 41 757
11 48 4490
11 17 2933
11 34 2654
11 50 1381
11 9 370
11 45 916
11 18 3248
11 10 917
11 13 1313
11 42 3658
11 1 981
11 25 3059
11 23 1359
11 40 3264
11 38 3312
11 30 2027
11 43 3243
11 8 3603
11 6 3560
11 15 1034
11 14 1719
11 44 1822
11 32 3819
11 37 2864
11 29 1726
11 28 4353
12 49 3961
12 16 3368
12 43 793
12 22 4312
12 3 33
12 26 4206
12 15 81
12 24 2855
12 2 879
12 46 3001
12 20 295
12 48 844
12 13 140
12 25 848
