50 2300
1 48 812
1 30 2619
1 24 452
1 5 1126
1 47 1595
1 16 3727
1 41 3530
1 23 934
1 4 4311
1 39 3917
1 2 1179
1 8 274
1 3 1948
1 43 3281
1 44 2491
1 9 557
1 6 3508
1 37 1458
1 34 2688
1 38 4040
1 40 4412
1 28 4032
1 50 3
1 45 4500
1 35 206
1 46 4184
1 21 248
1 25 3036
1 33 1195
1 49 3190
1 22 2277
1 27 822
1 13 2435
1 10 1753
1 32 848
1 42 4295
1 14 1863
1 18 380
1 19 2652
1 12 2001
1 36 2424
1 7 1279
1 11 2760
1 20 1323
1 17 625
1 26 1605
1 31 3841
2 15 1038
2 41 2212
2 42 1193
2 38 2466
2 20 1381
2 4 2942
2 31 714
2 14 2674
2 8 2767
2 23 2684
2 19 1211
2 50 1550
2 24 1855
2 21 1059
2 49 1803
2 25 3261
2 40 3396
2 47 4474
2 9 3086
2 22 3484
2 35 611
2 11 2125
2 10 2569
2 1 1895
2 32 3365
2 28 3362
2 43 1614
2 48 2495
2 18 2385
2 3 1037
2 44 3356
2 39 1331
2 5 3862
2 27 803
2 29 309
2 45 3347
2 17 1868
2 7 3127
2 16 2048
2 34 1460
2 36 4427
2 33 1683
2 12 1242
2 6 2628
2 37 1619
2 46 2472
2 13 2738
3 9 154
3 45 3742
3 35 2601
3 6 2441
3 37 983
3 10 5
3 20 3079
3 49 539
3 46 954
3 12 1053
3 31 2630
3 26 4355
3 43 3994
3 33 3198
3 32 2249
3 29 832
3 38 723
3 39 2512
3 4 4313
3 27 1494
3 36 43
3 21 681
3 16 1234
3 18 654
3 41 1846
3 40 2473
3 23 1083
3 2 4474
3 42 2271
3 14 2615
3 28 4416
3 13 3119
3 48 762
3 22 949
3 8 3208
3 34 3718
3 19 1304
3 5 3550
3 7 886
3 47 1455
3 50 2840
3 30 65
3 15 2722
3 44 4312
3 1 298
3 17 3663
3 24 3207
3 25 1816
4 42 3088
4 45 2744
4 24 4426
4 12 2301
4 21 1309
4 26 1081
4 32 597
4 34 3119
4 17 801
4 43 807
4 49 3360
4 23 1140
4 22 3824
4 25 4351
4 13 2944
4 39 4056
4 15 3899
4 35 2757
4 14 442
4 1 2010
4 20 1921
4 36 3240
4 50 4329
4 3 4066
4 27 4241
4 11 3500
4 31 121
4 2 2644
4 16 4429
4 47 2215
4 19 1834
4 5 933
4 41 1819
4 28 2381
4 6 151
4 48 420
4 7 384
4 33 2434
4 46 4130
4 29 1498
4 40 2777
4 8 1648
4 9 1787
4 10 3865
4 30 2314
4 44 1155
4 38 2201
5 50 1880
5 33 1546
5 9 2861
5 4 1427
5 22 2106
5 46 2506
5 15 715
5 37 691
5 16 144
5 19 859
5 25 3401
5 49 24
5 2 275
5 44 3149
5 14 1645
5 1 343
5 3 3263
5 26 3086
5 29 2200
